St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",23y 100d,69 (22-1-46 32.61%),17 (0.25),←,
14,"Ball, Luke",19y 97d,16 (9-0-7 56.25%),10 (0.63),←,
27,"Blake, Jason",22y 168d,40 (11-1-28 28.75%),9 (0.22),←,
20,"Clarke, Xavier",19y 336d,38 (13-1-24 35.53%),21 (0.55),←,
26,"Dal Santo, Nick",19y 189d,26 (8-1-17 32.69%),14 (0.54),←,
22,"Fisher, Leigh",19y 133d,5 (4-0-1 80.00%),2 (0.40),←,
9,"Gehrig, Fraser",27y 180d,168 (80-1-87 47.92%),229 (1.36),53 (17-0-36 32.08%),70 (1.32)
18,"Goddard, Brendon",18y 102d,18 (9-0-9 50.00%),6 (0.33),←,
2,"Hamill, Aaron",26y 10d,151 (68-0-83 45.03%),186 (1.23),59 (19-0-40 32.20%),72 (1.22)
35,"Harvey, Robert",32y 9d,277 (130-3-144 47.47%),161 (0.58),←,
7,"Hayes, Lenny",23y 228d,93 (29-2-62 32.26%),40 (0.43),←,
8,"Hudghton, Max",26y 362d,137 (54-2-81 40.15%),13 (0.09),←,
5,"Jones, Austinn",26y 336d,179 (72-2-105 40.78%),118 (0.66),←,
23,"Koschitzke, Justin",20y 344d,41 (13-0-28 31.71%),17 (0.41),←,
31,"Maguire, Matt",19y 92d,29 (10-0-19 34.48%),8 (0.28),←,
28,"Montagna, Leigh",19y 301d,13 (7-0-6 53.85%),12 (0.92),←,
1,"Peckett, Justin",30y 329d,204 (80-2-122 39.71%),38 (0.19),←,
19,"Penny, Luke",22y 203d,51 (25-0-26 49.02%),5 (0.10),16 (10-0-6 62.50%),
17,"Powell, Stephen",26y 357d,96 (57-1-38 59.90%),81 (0.84),22 (11-0-11 50.00%),17 (0.77)
12,"Riewoldt, Nick",20y 317d,50 (17-1-32 35.00%),53 (1.06),←,
4,"Thompson, Andrew",30y 313d,148 (57-2-89 39.19%),82 (0.55),←,
13,"Voss, Brett",25y 189d,91 (36-2-53 40.66%),30 (0.33),56 (17-1-38 31.25%),19 (0.34)
Totals,Totals,23y 280d,1940 (811-22-1107 41.80%),1152 (0.59),,
C,"Thomas, Grant",45y 197d,51 (17-1-33 34.31%),,←,
