North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
21,"Coleman-Jones, Callum",22y 280d,10 (4-1-5 45.00%),11 (1.10),1 (0-0-1 0.00%),
4,"Corr, Aidan",27y 307d,101 (47-3-51 48.02%),2 (0.02),3 (0-0-3 0.00%),
9,"Davies-Uniacke, Luke",22y 285d,51 (14-1-36 28.43%),13 (0.25),←,
22,"Goldstein, Todd",33y 262d,274 (126-2-146 46.35%),139 (0.51),←,
18,"Greenwood, Hugh",30y 14d,84 (40-2-42 48.81%),45 (0.54),1 (0-0-1 0.00%),
43,"Hall, Aaron",31y 131d,145 (41-2-102 28.97%),92 (0.63),42 (8-1-33 20.24%),16 (0.38)
6,"Horne-Francis, Jason",18y 272d,1 (0-0-1 0.00%),1 (1.00),←,
20,"Larkey, Nick",23y 287d,52 (15-1-36 29.81%),84 (1.62),←,
35,"Lazzaro, Charlie",19y 360d,13 (2-0-11 15.38%),3 (0.23),←,
1,"Mahony, Jack",20y 128d,30 (4-1-25 15.00%),13 (0.43),←,
11,"McDonald, Luke",27y 39d,138 (63-0-75 45.65%),16 (0.12),←,
23,"McKay, Ben",24y 86d,38 (6-1-31 17.11%),,←,
24,"Powell, Tom",20y 18d,14 (1-1-12 10.71%),4 (0.29),←,
8,"Scott, Bailey",21y 254d,35 (4-1-30 12.86%),19 (0.54),←,
12,"Simpkin, Jy",24y 15d,96 (32-1-63 33.85%),37 (0.39),←,
2,"Stephenson, Jaidyn",23y 64d,74 (37-1-36 50.68%),93 (1.26),20 (3-1-16 17.50%),17 (0.85)
5,"Taylor, Curtis",21y 348d,31 (7-1-23 24.19%),12 (0.39),←,
26,"Thomas, Tarryn",21y 360d,48 (16-1-31 34.38%),43 (0.90),←,
28,"Turner, Kayne",26y 79d,102 (45-1-56 44.61%),55 (0.54),←,
38,"Xerri, Tristan",23y 5d,13 (3-1-9 26.92%),5 (0.38),←,
17,"Young, Lachie",22y 348d,24 (6-1-17 27.08%),1 (0.04),16 (2-1-13 15.63%),
7,"Ziebell, Jack",31y 20d,240 (108-1-131 45.21%),165 (0.69),←,
44,"Zurhaar, Cameron",23y 302d,65 (20-1-44 31.54%),79 (1.22),←,
Totals,Totals,24y 170d,1679 (641-25-1013 38.18%),932 (0.56),,
C,"Noble, David",54y 309d,23 (4-1-18 19.57%),,←,
