Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
38,"Byrne, Ciaran",21y 202d,11 (5-0-6 45.45%),,←,
41,"Casboult, Levi",26y 102d,64 (23-1-40 36.72%),64 (1.00),←,
9,"Cripps, Patrick",21y 99d,35 (10-1-24 30.00%),11 (0.31),←,
35,"Curnow, Ed",26y 231d,101 (45-2-54 45.54%),13 (0.13),←,
15,"Docherty, Sam",22y 252d,61 (21-1-39 35.25%),10 (0.16),48 (15-1-32 32.29%),9 (0.19)
33,"Everitt, Andrejs",27y 104d,127 (65-3-59 52.36%),91 (0.72),48 (14-0-34 29.17%),59 (1.23)
4,"Gibbs, Bryce",27y 102d,200 (88-2-110 44.50%),114 (0.57),←,
11,"Kerridge, Sam",23y 60d,40 (19-0-21 47.50%),27 (0.68),13 (6-0-7 46.15%),4 (0.31)
8,"Kreuzer, Matthew",27y 43d,131 (64-0-67 48.85%),69 (0.53),←,
13,"Lamb, Jed",23y 250d,34 (15-0-19 44.12%),29 (0.85),12 (6-0-6 50.00%),12 (1.00)
34,"Phillips, Andrew",24y 358d,21 (4-0-17 19.05%),8 (0.38),7 (2-0-5 28.57%),3 (0.43)
20,"Plowman, Lachie",21y 288d,30 (10-0-20 33.33%),1 (0.03),10 (6-0-4 60.00%),
17,"Rowe, Sam",28y 219d,64 (22-1-41 35.16%),15 (0.23),←,
6,"Simpson, Kade",32y 51d,255 (101-3-151 40.20%),127 (0.50),←,
19,"Sumner, Liam",22y 314d,21 (7-0-14 33.33%),14 (0.67),9 (5-0-4 55.56%),5 (0.56)
39,"Thomas, Dale",29y 4d,194 (116-2-76 60.31%),141 (0.73),37 (13-0-24 35.14%),20 (0.54)
42,"Tuohy, Zach",26y 198d,111 (47-1-63 42.79%),37 (0.33),←,
22,"Tutt, Jason",25y 41d,40 (9-0-31 22.50%),27 (0.68),14 (1-0-13 7.14%),5 (0.36)
1,"Walker, Andrew",30y 38d,199 (75-3-121 38.44%),139 (0.70),←,
23,"Weitering, Jacob",18y 215d,11 (4-0-7 36.36%),,←,
43,"White, Simon",28y 8d,67 (29-2-36 44.78%),11 (0.16),←,
46,"Wright, Matthew",26y 194d,107 (55-0-52 51.40%),76 (0.71),13 (6-0-7 46.15%),13 (1.00)
Totals,Totals,25y 187d,1924 (834-22-1068 43.35%),1024 (0.53),,
C,"Bolton, Brendon",37y 68d,18 (11-0-7 61.11%),,13 (6-0-7 46.15%),
