Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
37,"Clarke, Dylan",22y,18 (9-1-8 52.78%),3 (0.17),←,
38,"Draper, Sam",21y 344d,6 (0-0-6 0.00%),1 (0.17),←,
8,"Gleeson, Martin",26y 12d,89 (31-2-56 35.96%),5 (0.06),←,
35,"Guelfi, Matt",23y 23d,41 (22-1-18 54.88%),8 (0.20),←,
21,"Heppell, Dyson",28y 115d,172 (84-2-86 49.42%),60 (0.35),←,
26,"Hooker, Cale",31y 329d,201 (95-2-104 47.76%),89 (0.44),←,
18,"Hurley, Michael",30y 97d,192 (90-3-99 47.66%),108 (0.56),←,
4,"Langford, Kyle",23y 280d,79 (32-1-46 41.14%),54 (0.68),←,
43,"McDonald-Tipungwuti, Anthony",27y 137d,104 (45-1-58 43.75%),119 (1.14),←,
7,"Merrett, Zach",24y 339d,140 (60-2-78 43.57%),46 (0.33),←,
22,"Mosquito, Irving",20y 13d,4 (1-0-3 25.00%),2 (0.50),←,
3,"Parish, Darcy",23y 43d,91 (38-1-52 42.31%),36 (0.40),←,
27,"Redman, Mason",23y 11d,37 (18-1-18 50.00%),2 (0.05),←,
14,"Ridley, Jordan",21y 322d,24 (11-1-12 47.92%),,←,
42,"Saad, Adam",26y 45d,107 (43-2-62 41.12%),8 (0.07),59 (30-1-28 51.69%),5 (0.08)
9,"Shiel, Dylan",27y 181d,170 (75-4-91 45.29%),76 (0.45),35 (16-1-18 47.14%),12 (0.34)
5,"Smith, Devon",27y 109d,152 (58-3-91 39.14%),126 (0.83),43 (20-1-22 47.67%),26 (0.60)
40,"Snelling, Will",23y 31d,20 (9-1-10 47.50%),11 (0.55),19 (8-1-10 44.74%),10 (0.53)
17,"Stewart, James",26y 186d,53 (22-1-30 42.45%),63 (1.19),35 (14-1-20 41.43%),45 (1.29)
25,"Stringer, Jake",26y 134d,136 (72-0-64 52.94%),237 (1.74),47 (24-0-23 51.06%),77 (1.64)
20,"Townsend, Jacob",27y 78d,59 (24-0-35 40.68%),41 (0.69),11 (5-0-6 45.45%),9 (0.82)
30,"Zerk-Thatcher, Brandon",22y 12d,9 (3-1-5 38.89%),,←,
Totals,Totals,25y 63d,1904 (842-30-1032 44.22%),1095 (0.58),,
C,"Worsfold, John",51y 347d,386 (194-3-189 50.65%),,105 (45-1-59 43.33%),
