North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",20y 195d,5 (0-0-5 0.00%),,←,
4,"Corr, Aidan",29y 67d,134 (50-3-81 38.43%),2 (0.01),36 (3-0-33 8.33%),
25,"Curtis, Paul",20y 141d,31 (3-0-28 9.68%),21 (0.68),←,
9,"Davies-Uniacke, Luke",24y 45d,82 (18-1-63 22.56%),28 (0.34),←,
40,"Ford, Eddie",21y 32d,17 (0-0-17 0.00%),9 (0.53),←,
31,"Goater, Josh",20y 51d,6 (2-0-4 33.33%),,←,
22,"Goldstein, Todd",35y 22d,310 (129-2-179 41.94%),155 (0.50),←,
37,"Harvey, Cooper",19y 11d,3 (0-0-3 0.00%),1 (0.33),←,
15,"Howe, Daniel",27y 231d,105 (47-3-55 46.19%),23 (0.22),9 (1-0-8 11.11%),1 (0.11)
20,"Larkey, Nick",25y 47d,89 (19-1-69 21.91%),168 (1.89),←,
11,"McDonald, Luke",28y 164d,177 (67-0-110 37.85%),18 (0.10),←,
23,"McKay, Ben",25y 211d,66 (7-1-58 11.36%),1 (0.02),←,
29,"Phillips, Will",21y 62d,28 (5-0-23 17.86%),6 (0.21),←,
8,"Scott, Bailey",23y 14d,73 (8-1-64 11.64%),26 (0.36),←,
3,"Sheezel, Harry",18y 283d,18 (2-0-16 11.11%),3 (0.17),←,
14,"Shiels, Liam",32y 85d,271 (158-3-110 58.86%),93 (0.34),16 (2-0-14 12.50%),3 (0.19)
2,"Stephenson, Jaidyn",24y 189d,107 (40-1-66 37.85%),120 (1.12),53 (6-1-46 12.26%),44 (0.83)
5,"Taylor, Curtis",23y 108d,63 (11-1-51 18.25%),27 (0.43),←,
26,"Thomas, Tarryn",23y 120d,64 (17-1-46 27.34%),54 (0.84),←,
13,"Tucker, Darcy",26y 181d,121 (42-0-79 34.71%),40 (0.33),13 (0-0-13 0.00%),5 (0.38)
38,"Xerri, Tristan",24y 130d,28 (5-1-22 19.64%),11 (0.39),←,
17,"Young, Lachie",24y 108d,46 (8-1-37 18.48%),2 (0.04),38 (4-1-33 11.84%),1 (0.03)
7,"Ziebell, Jack",32y 145d,276 (112-1-163 40.76%),183 (0.66),←,
Totals,Totals,24y 290d,2120 (750-21-1349 35.38%),991 (0.47),,
C,"Ratten, Brett",52y 12d,197 (94-1-102 47.97%),,9 (0-0-9 0.00%),
