North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",20y 215d,8 (0-0-8 0.00%),,←,
4,"Corr, Aidan",29y 87d,137 (50-3-84 37.59%),2 (0.01),39 (3-0-36 7.69%),
10,"Cunnington, Ben",32y 43d,238 (116-1-121 48.95%),98 (0.41),←,
25,"Curtis, Paul",20y 161d,34 (3-0-31 8.82%),26 (0.76),←,
9,"Davies-Uniacke, Luke",24y 65d,85 (18-1-66 21.76%),30 (0.35),←,
40,"Ford, Eddie",21y 52d,20 (0-0-20 0.00%),13 (0.65),←,
31,"Goater, Josh",20y 71d,9 (2-0-7 22.22%),,←,
22,"Goldstein, Todd",35y 42d,313 (129-2-182 41.53%),157 (0.50),←,
20,"Larkey, Nick",25y 67d,92 (19-1-72 21.20%),176 (1.91),←,
35,"Lazzaro, Charlie",21y 140d,29 (4-0-25 13.79%),3 (0.10),←,
11,"McDonald, Luke",28y 184d,180 (67-0-113 37.22%),18 (0.10),←,
23,"McKay, Ben",25y 231d,69 (7-1-61 10.87%),1 (0.01),←,
8,"Scott, Bailey",23y 34d,76 (8-1-67 11.18%),27 (0.36),←,
3,"Sheezel, Harry",18y 303d,21 (2-0-19 9.52%),3 (0.14),←,
12,"Simpkin, Jy",25y 160d,132 (36-1-95 27.65%),50 (0.38),←,
2,"Stephenson, Jaidyn",24y 209d,110 (40-1-69 36.82%),122 (1.11),56 (6-1-49 11.61%),46 (0.82)
5,"Taylor, Curtis",23y 128d,66 (11-1-54 17.42%),28 (0.42),←,
26,"Thomas, Tarryn",23y 140d,67 (17-1-49 26.12%),54 (0.81),←,
13,"Tucker, Darcy",26y 201d,124 (42-0-82 33.87%),40 (0.32),16 (0-0-16 0.00%),5 (0.31)
28,"Turner, Kayne",27y 224d,128 (48-1-79 37.89%),61 (0.48),←,
6,"Wardlaw, George",19y 62d,8 (0-0-8 0.00%),1 (0.13),←,
38,"Xerri, Tristan",24y 150d,31 (5-1-25 17.74%),13 (0.42),←,
7,"Ziebell, Jack",32y 165d,279 (112-1-166 40.32%),183 (0.66),←,
Totals,Totals,24y 327d,2256 (736-17-1503 32.62%),1106 (0.49),,
C,"Clarkson, Alastair",55y 107d,401 (230-4-167 57.86%),,11 (2-0-9 18.18%),
