Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",25y 248d,134 (56-1-77 42.16%),76 (0.57),←,
5,"Broadbent, Matthew",23y 248d,82 (29-1-52 35.98%),38 (0.46),←,
11,"Butcher, John",22y 277d,23 (9-0-14 39.13%),33 (1.43),←,
27,"Carlile, Alipate",26y 341d,135 (54-1-80 40.37%),5 (0.04),←,
25,"Cassisi, Domenic",31y 196d,218 (108-2-108 50.00%),73 (0.33),←,
18,"Cornes, Kane",31y 91d,271 (135-2-134 50.18%),91 (0.34),←,
7,"Ebert, Brad",24y 4d,125 (48-1-76 38.80%),65 (0.52),49 (20-1-28 41.84%),32 (0.65)
9,"Gray, Robbie",26y 7d,93 (37-0-56 39.78%),125 (1.34),←,
8,"Hartlett, Hamish",23y 235d,71 (27-1-43 38.73%),40 (0.56),←,
36,"Hombsch, Jack",21y 30d,18 (5-0-13 27.78%),,9 (5-0-4 55.56%),
24,"Impey, Jarman",18y 271d,3 (2-0-1 66.67%),,←,
42,"Jonas, Tom",23y 87d,37 (15-1-21 41.89%),,←,
23,"Lobbe, Matthew",25y 53d,46 (19-0-27 41.30%),11 (0.24),←,
6,"Monfries, Angus",27y 77d,177 (73-3-101 42.09%),206 (1.16),27 (15-0-12 55.56%),41 (1.52)
29,"Pittard, Jasper",23y 5d,34 (16-0-18 47.06%),5 (0.15),←,
21,"Polec, Jared",21y 176d,19 (9-0-10 47.37%),10 (0.53),3 (2-0-1 66.67%),1 (0.33)
28,"Schulz, Jay",28y 353d,145 (54-3-88 38.28%),221 (1.52),74 (30-1-43 41.22%),163 (2.20)
12,"Trengove, Jackson",23y 155d,81 (27-1-53 33.95%),7 (0.09),←,
39,"Westhoff, Justin",27y 187d,137 (56-1-80 41.24%),182 (1.33),←,
19,"White, Matt",26y 356d,108 (46-4-58 44.44%),56 (0.52),3 (2-0-1 66.67%),2 (0.67)
16,"Wines, Ollie",19y 181d,27 (15-0-12 55.56%),13 (0.48),←,
20,"Wingard, Chad",20y 251d,46 (20-1-25 44.57%),58 (1.26),←,
Totals,Totals,24y 240d,2030 (860-23-1147 42.36%),1315 (0.65),,
C,"Hinkley, Ken",47y 188d,26 (15-0-11 57.69%),,←,
