St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",25y 340d,143 (56-1-86 39.51%),102 (0.71),←,
16,"Butler, Dan",25y 51d,82 (50-0-32 60.98%),98 (1.20),37 (19-0-18 51.35%),45 (1.22)
31,"Byrnes, Ryan",20y 82d,13 (7-0-6 53.85%),6 (0.46),←,
38,"Clavarino, Oscar",22y 63d,3 (1-0-2 33.33%),,←,
1,"Coffield, Nick",21y 274d,49 (20-1-28 41.84%),2 (0.04),←,
37,"Connolly, Leo",19y 351d,5 (3-0-2 60.00%),1 (0.20),←,
5,"Crouch, Brad",27y 191d,111 (55-0-56 49.55%),39 (0.35),16 (7-0-9 43.75%),5 (0.31)
7,"Dunstan, Luke",26y 176d,113 (42-2-69 38.05%),46 (0.41),←,
8,"Hill, Bradley",28y 15d,186 (113-0-73 60.75%),84 (0.45),37 (19-0-18 51.35%),5 (0.14)
20,"Howard, Dougal",25y 121d,82 (42-0-40 51.22%),15 (0.18),37 (19-0-18 51.35%),1 (0.03)
41,"Hunter, Paul",28y 165d,5 (1-0-4 20.00%),2 (0.40),←,
3,"Jones, Zak",26y 131d,115 (62-0-53 53.91%),30 (0.26),25 (13-0-12 52.00%),7 (0.28)
25,"Kent, Dean",27y 150d,94 (35-0-59 37.23%),85 (0.90),31 (15-0-16 48.39%),22 (0.71)
12,"King, Max",21y 17d,35 (17-0-18 48.57%),52 (1.49),←,
21,"Long, Ben",23y 337d,58 (22-1-35 38.79%),23 (0.40),←,
28,"Membrey, Tim",27y 59d,127 (57-2-68 45.67%),212 (1.67),126 (56-2-68 45.24%),212 (1.68)
6,"Ross, Sebastian",28y 78d,156 (59-2-95 38.46%),29 (0.19),←,
18,"Ryder, Paddy",33y 132d,269 (136-4-129 51.30%),186 (0.69),26 (15-0-11 57.69%),15 (0.58)
43,"Sharman, Cooper",20y 364d,1 (0-0-1 0.00%),,←,
35,"Sinclair, Jack",26y 162d,116 (47-1-68 40.95%),43 (0.37),←,
9,"Steele, Jack",25y 223d,115 (48-1-66 42.17%),48 (0.42),98 (40-1-57 41.33%),39 (0.40)
29,"Webster, Jimmy",28y 26d,109 (39-1-69 36.24%),4 (0.04),←,
44,"Wilkie, Callum",25y 136d,59 (28-0-31 47.46%),,←,
Totals,Totals,25y 158d,2046 (940-16-1090 45.94%),1107 (0.54),,
C,"Ratten, Brett",50y 13d,163 (82-1-80 50.61%),,43 (22-0-21 51.16%),
