Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
3,"Berry, Sam",22y 152d,51 (18-0-33 35.29%),10 (0.20),←,
40,"Bond, Hugh",19y 292d,1 (1-0-0 100.00%),,←,
41,"Butts, Jordon",24y 195d,74 (29-1-44 39.86%),,←,
15,"Cook, Brayden",21y 361d,25 (10-1-14 42.00%),15 (0.60),←,
12,"Dawson, Jordan",27y 95d,126 (55-1-70 44.05%),58 (0.46),62 (25-1-36 41.13%),24 (0.39)
31,"Dowling, Billy",20y 12d,5 (2-0-3 40.00%),3 (0.60),←,
32,"Fogarty, Darcy",24y 292d,96 (34-1-61 35.94%),146 (1.52),←,
34,"Himmelberg, Elliott",26y 39d,48 (18-1-29 38.54%),49 (1.02),←,
48,"Keane, Mark",24y 118d,26 (10-1-15 40.38%),,21 (9-1-11 45.24%),
2,"Keays, Ben",27y 141d,130 (41-1-88 31.92%),80 (0.62),100 (35-1-64 35.50%),69 (0.69)
29,"Laird, Rory",30y 197d,241 (119-2-120 49.79%),30 (0.12),←,
16,"Michalanney, Max",20y 138d,39 (17-1-21 44.87%),,←,
4,"Murphy, Lachlan",25y 222d,109 (44-0-65 40.37%),73 (0.67),←,
28,"Murray, Nick",23y 208d,50 (16-0-34 32.00%),1 (0.02),←,
27,"Nankervis, Luke",21y 49d,18 (8-1-9 47.22%),,←,
43,"OBrien, Reilly",28y 328d,115 (45-1-69 39.57%),14 (0.12),←,
8,"Rachele, Josh",21y 93d,51 (20-1-30 40.20%),60 (1.18),←,
38,"Sholl, Lachlan",24y 128d,68 (25-1-42 37.50%),24 (0.35),←,
33,"Smith, Brodie",32y 181d,261 (131-2-128 50.57%),71 (0.27),←,
14,"Soligo, Jake",21y 170d,54 (22-1-31 41.67%),21 (0.39),←,
19,"Taylor, Zac",21y 164d,3 (2-0-1 66.67%),,←,
7,"Thilthorpe, Riley",22y 6d,47 (17-0-30 36.17%),46 (0.98),←,
13,"Walker, Taylor",34y 79d,274 (138-2-134 50.73%),633 (2.31),←,
Totals,Totals,24y 223d,1912 (822-19-1071 42.99%),1334 (0.70),,
C,"Nicks, Matthew",49y 61d,100 (35-1-64 35.50%),,←,
