Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 317d,275 (149-2-124 54.55%),369 (1.34),83 (25-0-58 30.12%),107 (1.29)
13,"Ah Chee, Callum",18y 169d,1 (1-0-0 100.00%),1 (1.00),←,
27,"Cameron, Clay",21y 304d,16 (3-0-13 18.75%),1 (0.06),←,
39,"Davis, Ryan",26y 293d,15 (4-0-11 26.67%),4 (0.27),1 (1-0-0 100.00%),
12,"Day, Sam",23y 202d,79 (24-1-54 31.01%),53 (0.67),←,
33,"Hall, Aaron",25y 138d,62 (23-1-38 37.90%),57 (0.92),←,
5,"Harbrow, Jarrod",27y 252d,164 (67-2-95 41.46%),48 (0.29),94 (27-1-66 29.26%),27 (0.29)
23,"Lemmens, Sean",21y 145d,37 (13-1-23 36.49%),6 (0.16),←,
37,"Lonergan, Jesse",21y 133d,32 (9-1-22 29.69%),4 (0.13),←,
19,"Lynch, Tom",23y 147d,81 (23-1-57 29.01%),128 (1.58),←,
7,"Malceski, Nick",31y 224d,193 (120-3-70 62.95%),71 (0.37),17 (4-1-12 26.47%),4 (0.24)
4,"Martin, Jack",21y 57d,24 (8-1-15 35.42%),23 (0.96),←,
17,"May, Steven",24y 76d,72 (23-1-48 32.64%),15 (0.21),←,
18,"McKenzie, Trent",23y 358d,93 (27-0-66 29.03%),22 (0.24),←,
11,"Miller, Touk",20y 33d,23 (5-1-17 23.91%),8 (0.35),←,
22,"Nicholls, Tom",24y 22d,31 (10-1-20 33.87%),5 (0.16),←,
10,"Prestia, Dion",23y 166d,82 (22-0-60 26.83%),27 (0.33),←,
35,"Rischitelli, Michael",30y 78d,200 (72-3-125 36.75%),85 (0.43),89 (23-0-66 25.84%),38 (0.43)
3,"Rosa, Matt",29y 124d,169 (88-1-80 52.37%),39 (0.23),1 (1-0-0 100.00%),
42,"Saad, Adam",21y 247d,17 (5-1-11 32.35%),1 (0.06),←,
6,"Sexton, Alex",22y 114d,38 (10-0-28 26.32%),19 (0.50),←,
16,"Thompson, Rory",25y 14d,66 (19-1-46 29.55%),7 (0.11),←,
Totals,Totals,24y 181d,1770 (725-22-1023 40.96%),993 (0.56),,
C,"Eade, Rodney",57y 357d,337 (174-5-158 52.37%),,23 (5-1-17 23.91%),
