Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 110d,144 (51-1-92 35.76%),121 (0.84),←,
15,"Anderson, Noah",24y 103d,115 (47-1-67 41.30%),44 (0.38),←,
1,"Andrew, Mac",21y 178d,51 (24-0-27 47.06%),10 (0.20),←,
33,"Clohesy, Sam",22y 170d,28 (16-0-12 57.14%),9 (0.32),←,
25,"Collins, Sam",30y 350d,138 (56-1-81 40.94%),,124 (53-1-70 43.15%),
8,"Fiorini, Brayden",27y 282d,109 (34-1-74 31.65%),33 (0.30),←,
3,"Flanders, Sam",23y 311d,76 (31-1-44 41.45%),35 (0.46),←,
7,"Holman, Nick",30y 2d,141 (52-0-89 36.88%),77 (0.55),132 (51-0-81 38.64%),77 (0.58)
19,"Humphrey, Bailey",20y 262d,51 (27-0-24 52.94%),32 (0.63),←,
40,"Jeffrey, Joel",23y 80d,39 (21-0-18 53.85%),18 (0.46),←,
34,"King, Ben",24y 328d,106 (40-1-65 38.21%),216 (2.04),←,
30,"Lombard, Leo",18y 238d,1 (0-0-1 0.00%),1 (1.00),←,
22,"Long, Ben",27y 283d,121 (54-1-66 45.04%),80 (0.66),42 (22-0-20 52.38%),49 (1.17)
11,"Miller, Touk",29y 98d,202 (63-2-137 31.68%),67 (0.33),←,
21,"Moyle, Ned",23y 105d,12 (4-0-8 33.33%),1 (0.08),←,
2,"Noble, John",28y 67d,123 (74-3-46 61.38%),11 (0.09),11 (8-0-3 72.73%),3 (0.27)
27,"Powell, Wil",25y 278d,116 (48-1-67 41.81%),15 (0.13),←,
17,"Rioli, Daniel",28y 45d,194 (106-4-84 55.67%),114 (0.59),11 (8-0-3 72.73%),5 (0.45)
18,"Rowell, Matt",23y 334d,96 (44-0-52 45.83%),28 (0.29),←,
24,"Swallow, David",32y 193d,244 (74-1-169 30.53%),111 (0.45),←,
32,"Uwland, Bodhi",21y 310d,35 (19-0-16 54.29%),1 (0.03),←,
4,"Walter, Jed",19y 357d,24 (13-0-11 54.17%),24 (1.00),←,
28,"Witts, Jarrod",32y 260d,192 (72-1-119 37.76%),42 (0.22),152 (54-1-97 35.86%),24 (0.16)
Totals,Totals,25y 222d,2358 (970-19-1369 41.14%),1090 (0.46),,
C,"Hardwick, Damien",52y 286d,341 (189-6-146 56.30%),,34 (19-0-15 55.88%),
