St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",27y 341d,137 (54-1-82 39.78%),83 (0.61),←,
15,"Billings, Jack",20y 278d,34 (9-0-25 26.47%),24 (0.71),←,
27,"Bruce, Josh",23y 349d,55 (12-1-42 22.73%),77 (1.40),41 (11-1-29 28.05%),74 (1.80)
24,"Dempster, Sean",32y 123d,212 (101-3-108 48.35%),20 (0.09),158 (66-3-89 42.72%),12 (0.08)
7,"Dunstan, Luke",21y 114d,43 (13-1-29 31.40%),23 (0.53),←,
25,"Fisher, Sam",33y 317d,224 (122-5-97 55.58%),22 (0.10),←,
14,"Geary, Jarryn",27y 334d,129 (66-1-62 51.55%),21 (0.16),←,
19,"Gilbert, Sam",29y 277d,166 (92-5-69 56.93%),35 (0.21),←,
22,"Gresham, Jade",18y 272d,6 (2-0-4 33.33%),2 (0.33),←,
1,"Hickey, Tom",25y 77d,50 (12-1-37 25.00%),18 (0.36),38 (11-1-26 30.26%),13 (0.34)
32,"McCartin, Paddy",20y 33d,11 (3-0-8 27.27%),9 (0.82),←,
36,"McKenzie, Daniel",20y 5d,8 (3-0-5 37.50%),,←,
28,"Membrey, Tim",21y 362d,17 (6-1-10 38.24%),20 (1.18),16 (5-1-10 34.38%),20 (1.25)
11,"Montagna, Leigh",32y 202d,258 (134-5-119 52.91%),146 (0.57),←,
16,"Newnes, Jack",23y 88d,78 (22-1-55 28.85%),15 (0.19),←,
12,"Riewoldt, Nick",33y 218d,307 (149-6-152 49.51%),666 (2.17),←,
17,"Roberton, Dylan",24y 336d,89 (36-0-53 40.45%),11 (0.12),52 (14-0-38 26.92%),6 (0.12)
6,"Ross, Sebastian",23y 15d,46 (11-1-34 25.00%),6 (0.13),←,
5,"Savage, Shane",25y 138d,99 (52-1-46 53.03%),53 (0.54),43 (11-1-31 26.74%),16 (0.37)
3,"Steven, Jack",26y 55d,121 (43-2-76 36.36%),80 (0.66),←,
29,"Webster, Jimmy",22y 329d,47 (12-1-34 26.60%),2 (0.04),←,
44,"Weller, Maverick",24y 99d,77 (16-1-60 21.43%),28 (0.36),45 (10-1-34 23.33%),25 (0.56)
Totals,Totals,25y 165d,2214 (970-37-1207 43.81%),1361 (0.61),,
C,"Richardson, Alan",51y 5d,54 (13-1-40 25.00%),,53 (13-1-39 25.47%),
