North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 137d,11 (0-0-11 0.00%),,←,
30,"Comben, Charlie",22y 310d,17 (2-0-15 11.76%),5 (0.29),←,
4,"Corr, Aidan",30y 8d,150 (51-3-96 35.00%),3 (0.02),52 (4-0-48 7.69%),1 (0.02)
25,"Curtis, Paul",21y 82d,47 (4-0-43 8.51%),45 (0.96),←,
9,"Davies-Uniacke, Luke",24y 352d,96 (18-1-77 19.27%),36 (0.38),←,
18,"Dawson, Wil",18y 157d,2 (0-0-2 0.00%),,←,
7,"Duursma, Zane",18y 271d,10 (0-0-10 0.00%),7 (0.70),←,
16,"Fisher, Zac",25y 345d,118 (35-1-82 30.08%),53 (0.45),11 (0-0-11 0.00%),
40,"Ford, Eddie",21y 339d,30 (1-0-29 3.33%),26 (0.87),←,
20,"Larkey, Nick",25y 354d,105 (20-1-84 19.52%),210 (2.00),←,
35,"Lazzaro, Charlie",22y 61d,39 (5-0-34 12.82%),5 (0.13),←,
11,"McDonald, Luke",29y 106d,191 (67-0-124 35.08%),18 (0.09),←,
32,"Pink, Toby",25y 288d,6 (0-0-6 0.00%),1 (0.17),←,
24,"Powell, Tom",22y 84d,56 (6-1-49 11.61%),22 (0.39),←,
8,"Scott, Bailey",23y 321d,89 (9-1-79 10.67%),28 (0.31),←,
3,"Sheezel, Harry",19y 225d,34 (3-0-31 8.82%),5 (0.15),←,
14,"Shiels, Liam",33y 26d,277 (158-3-116 57.58%),94 (0.34),22 (2-0-20 9.09%),4 (0.18)
2,"Stephenson, Jaidyn",25y 131d,118 (40-1-77 34.32%),128 (1.08),64 (6-1-57 10.16%),52 (0.81)
5,"Taylor, Curtis",24y 49d,70 (12-1-57 17.86%),31 (0.44),←,
13,"Tucker, Darcy",27y 123d,137 (43-0-94 31.39%),44 (0.32),29 (1-0-28 3.45%),9 (0.31)
6,"Wardlaw, George",19y 349d,18 (0-0-18 0.00%),5 (0.28),←,
38,"Xerri, Tristan",25y 71d,44 (6-1-37 14.77%),16 (0.36),←,
44,"Zurhaar, Cameron",26y 3d,109 (24-1-84 22.48%),146 (1.34),←,
Totals,Totals,24y 55d,1774 (504-15-1255 28.41%),928 (0.52),,
C,"Clarkson, Alastair",56y 28d,414 (231-4-179 56.28%),,24 (3-0-21 12.50%),
