Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 94d,142 (50-1-91 35.56%),119 (0.84),←,
15,"Anderson, Noah",24y 87d,113 (46-1-66 41.15%),44 (0.39),←,
1,"Andrew, Mac",21y 162d,49 (23-0-26 46.94%),10 (0.20),←,
33,"Clohesy, Sam",22y 154d,26 (15-0-11 57.69%),8 (0.31),←,
25,"Collins, Sam",30y 334d,136 (55-1-80 40.81%),,122 (52-1-69 43.03%),
8,"Fiorini, Brayden",27y 266d,107 (33-1-73 31.31%),33 (0.31),←,
3,"Flanders, Sam",23y 295d,74 (30-1-43 41.22%),32 (0.43),←,
7,"Holman, Nick",29y 351d,139 (51-0-88 36.69%),76 (0.55),130 (50-0-80 38.46%),76 (0.58)
19,"Humphrey, Bailey",20y 246d,49 (26-0-23 53.06%),32 (0.65),←,
40,"Jeffrey, Joel",23y 64d,37 (20-0-17 54.05%),17 (0.46),←,
34,"King, Ben",24y 312d,104 (39-1-64 37.98%),213 (2.05),←,
22,"Long, Ben",27y 267d,119 (53-1-65 44.96%),76 (0.64),40 (21-0-19 52.50%),45 (1.13)
11,"Miller, Touk",29y 82d,200 (62-2-136 31.50%),66 (0.33),←,
21,"Moyle, Ned",23y 89d,11 (4-0-7 36.36%),1 (0.09),←,
2,"Noble, John",28y 51d,121 (73-3-45 61.57%),11 (0.09),9 (7-0-2 77.78%),3 (0.33)
27,"Powell, Wil",25y 262d,114 (47-1-66 41.67%),15 (0.13),←,
17,"Rioli, Daniel",28y 29d,192 (105-4-83 55.73%),114 (0.59),9 (7-0-2 77.78%),5 (0.56)
41,"Rosas, Malcolm",23y 322d,47 (23-0-24 48.94%),46 (0.98),←,
18,"Rowell, Matt",23y 318d,94 (43-0-51 45.74%),28 (0.30),←,
24,"Swallow, David",32y 177d,242 (73-1-168 30.37%),111 (0.46),←,
32,"Uwland, Bodhi",21y 294d,33 (18-0-15 54.55%),,←,
4,"Walter, Jed",19y 341d,22 (12-0-10 54.55%),21 (0.95),←,
28,"Witts, Jarrod",32y 244d,190 (71-1-118 37.63%),42 (0.22),150 (53-1-96 35.67%),24 (0.16)
Totals,Totals,25y 290d,2361 (972-19-1370 41.17%),1115 (0.47),,
C,"Hardwick, Damien",52y 270d,339 (188-6-145 56.34%),,32 (18-0-14 56.25%),
