Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",19y 105d,4 (2-0-2 50.00%),1 (0.25),←,
18,"Cross, Daniel",32y 25d,231 (104-3-124 45.67%),34 (0.15),21 (6-0-15 28.57%),1 (0.05)
6,"Dawes, Chris",26y 343d,104 (60-1-43 58.17%),117 (1.13),33 (6-0-27 18.18%),34 (1.03)
14,"Dunn, Lynden",27y 345d,143 (36-2-105 25.87%),95 (0.66),←,
20,"Garland, Colin",26y 361d,119 (27-2-90 23.53%),16 (0.13),←,
36,"Garlett, Jeff",25y 264d,111 (59-1-51 53.60%),190 (1.71),4 (2-0-2 50.00%),7 (1.75)
1,"Hogan, Jesse",20y 71d,4 (2-0-2 50.00%),8 (2.00),←,
38,"Howe, Jeremy",24y 299d,82 (17-0-65 20.73%),70 (0.85),←,
40,"Jamar, Mark",31y 258d,154 (50-3-101 33.44%),56 (0.36),←,
39,"Jetta, Neville",25y 71d,61 (13-2-46 22.95%),20 (0.33),←,
2,"Jones, Nathan",27y 94d,183 (43-3-137 24.32%),86 (0.47),←,
24,"Kennedy Harris, Jay",20y 34d,17 (5-0-12 29.41%),10 (0.59),←,
16,"Kent, Dean",21y 59d,32 (5-0-27 15.63%),24 (0.75),←,
8,"Lumumba, Heritier",28y 160d,203 (131-2-70 65.02%),29 (0.14),4 (2-0-2 50.00%),1 (0.25)
25,"McDonald, Tom",22y 218d,64 (13-0-51 20.31%),3 (0.05),←,
22,"Michie, Viv",23y 60d,8 (1-0-7 12.50%),,7 (1-0-6 14.29%),
19,"Newton, Ben",22y 259d,8 (5-0-3 62.50%),5 (0.63),4 (2-0-2 50.00%),5 (1.25)
3,"Salem, Christian",19y 283d,16 (5-0-11 31.25%),7 (0.44),←,
12,"Tyson, Dom",21y 320d,39 (7-0-32 17.95%),22 (0.56),26 (6-0-20 23.08%),18 (0.69)
37,"Vandenberg, Aaron",23y 52d,4 (2-0-2 50.00%),2 (0.50),←,
23,"Vince, Bernie",29y 204d,154 (73-0-81 47.40%),94 (0.61),25 (5-0-20 20.00%),14 (0.56)
4,"Watts, Jack",24y 29d,99 (24-2-73 25.25%),77 (0.78),←,
Totals,Totals,24y 278d,1840 (684-21-1135 37.17%),966 (0.52),,
C,"Roos, Paul",51y 301d,228 (122-2-104 53.95%),,26 (6-0-20 23.08%),
