Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
48,"Adams, Oscar",21y 347d,1 (1-0-0 100.00%),,←,
9,"Ainsworth, Ben",27y 145d,148 (53-1-94 36.15%),126 (0.85),←,
15,"Anderson, Noah",24y 138d,119 (49-1-69 41.60%),48 (0.40),←,
1,"Andrew, Mac",21y 213d,55 (26-0-29 47.27%),10 (0.18),←,
35,"Budarick, Connor",24y 90d,45 (22-1-22 50.00%),3 (0.07),←,
33,"Clohesy, Sam",22y 205d,32 (18-0-14 56.25%),9 (0.28),←,
8,"Fiorini, Brayden",27y 317d,113 (36-1-76 32.30%),35 (0.31),←,
3,"Flanders, Sam",23y 346d,80 (33-1-46 41.88%),35 (0.44),←,
19,"Humphrey, Bailey",20y 297d,55 (29-0-26 52.73%),39 (0.71),←,
40,"Jeffrey, Joel",23y 115d,43 (23-0-20 53.49%),20 (0.47),←,
34,"King, Ben",24y 363d,110 (42-1-67 38.64%),226 (2.05),←,
22,"Long, Ben",27y 318d,125 (56-1-68 45.20%),84 (0.67),46 (24-0-22 52.17%),53 (1.15)
11,"Miller, Touk",29y 133d,206 (65-2-139 32.04%),71 (0.34),←,
21,"Moyle, Ned",23y 140d,13 (5-0-8 38.46%),2 (0.15),←,
2,"Noble, John",28y 102d,127 (76-3-48 61.02%),11 (0.09),15 (10-0-5 66.67%),3 (0.20)
27,"Powell, Wil",25y 313d,120 (50-1-69 42.08%),15 (0.13),←,
20,"Read, Ethan",19y 363d,15 (9-0-6 60.00%),13 (0.87),←,
17,"Rioli, Daniel",28y 80d,198 (108-4-86 55.56%),115 (0.58),15 (10-0-5 66.67%),6 (0.40)
18,"Rowell, Matt",24y 4d,100 (46-0-54 46.00%),29 (0.29),←,
6,"Sexton, Alex",31y 214d,184 (55-0-129 29.89%),164 (0.89),←,
32,"Uwland, Bodhi",21y 345d,39 (21-0-18 53.85%),1 (0.03),←,
4,"Walter, Jed",20y 27d,28 (15-0-13 53.57%),28 (1.00),←,
14,"Weller, Lachie",29y 132d,152 (48-1-103 31.91%),50 (0.33),105 (34-1-70 32.86%),33 (0.31)
Totals,Totals,24y 333d,2108 (886-18-1204 42.03%),1134 (0.54),,
C,"Hardwick, Damien",52y 321d,345 (191-6-148 56.23%),,38 (21-0-17 55.26%),
