Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Chapman, Wade",20y 88d,21 (4-0-17 19.05%),3 (0.14),←,
8,"Cresswell, Daryn",24y 314d,70 (12-0-58 17.14%),65 (0.93),←,
18,"Direen, Scott",23y 163d,38 (10-0-28 26.32%),9 (0.24),←,
6,"Dunkley, Andrew",27y 276d,76 (15-1-60 20.39%),7 (0.09),←,
12,"Dyson, Kevin",28y 332d,71 (35-0-36 49.30%),25 (0.35),1 (0-0-1 0.00%),
10,"Filandia, Peter",25y 322d,34 (11-0-23 32.35%),35 (1.03),21 (4-0-17 19.05%),21 (1.00)
9,"Grant, Shannon",18y 347d,11 (2-0-9 18.18%),9 (0.82),←,
39,"Heuskes, Adam",20y 11d,28 (9-0-19 32.14%),4 (0.14),←,
14,"Kelly, Paul",26y 247d,113 (23-2-88 21.24%),66 (0.58),←,
24,"Kickett, Derek",33y 177d,128 (63-1-64 49.61%),161 (1.26),39 (11-0-28 28.21%),55 (1.41)
3,"Lewis, Dale",26y 332d,101 (21-2-78 21.78%),110 (1.09),←,
4,"Lockett, Tony",30y 22d,203 (76-0-127 37.44%),1009 (4.97),20 (8-0-12 40.00%),111 (5.55)
11,"Maxfield, Stuart",23y 357d,90 (35-1-54 39.44%),65 (0.72),1 (0-0-1 0.00%),
2,"McRae, Dean",27y 140d,139 (47-1-91 34.17%),55 (0.40),58 (13-0-45 22.41%),30 (0.52)
5,"OBrien, Craig",26y 28d,74 (35-1-38 47.97%),132 (1.78),1 (0-0-1 0.00%),
19,"OLoughlin, Michael",19y 40d,12 (3-0-9 25.00%),13 (1.08),←,
16,"Rocca, Anthony",18y 229d,13 (4-0-9 30.77%),9 (0.69),←,
1,"Roos, Paul",32y 278d,291 (118-0-173 40.55%),277 (0.95),22 (8-0-14 36.36%),7 (0.32)
22,"Rose, Gavin",26y 184d,50 (10-1-39 21.00%),3 (0.06),←,
7,"Seymour, Brad",19y 333d,17 (2-0-15 11.76%),1 (0.06),←,
15,"Stafford, Greg",21y 217d,18 (1-0-17 5.56%),4 (0.22),←,
Totals,Totals,24y 333d,1598 (536-10-1052 33.54%),2062 (1.29),,
C,"Eade, Rodney",37y 362d,1 (0-0-1 0.00%),,←,
