Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",19y 189d,3 (2-0-1 66.67%),1 (0.33),←,
5,"Boyd, Matthew",24y 230d,71 (30-0-41 42.25%),19 (0.27),←,
17,"Cooney, Adam",21y 196d,68 (30-0-38 44.12%),68 (1.00),←,
4,"Cross, Daniel",24y 15d,73 (31-1-41 43.15%),13 (0.18),←,
14,"Darcy, Luke",31y 276d,207 (91-4-112 44.93%),167 (0.81),←,
10,"Eagleton, Nathan",28y 155d,196 (87-3-106 45.15%),168 (0.86),140 (61-1-78 43.93%),123 (0.88)
13,"Giansiracusa, Daniel",25y 34d,106 (40-2-64 38.68%),98 (0.92),←,
9,"Gilbee, Lindsay",25y 280d,100 (43-1-56 43.50%),53 (0.53),←,
16,"Griffen, Ryan",20y 261d,44 (23-0-21 52.27%),15 (0.34),←,
25,"Hargrave, Ryan",25y 262d,97 (39-2-56 41.24%),24 (0.25),←,
19,"Higgins, Shaun",19y 41d,8 (5-0-3 62.50%),6 (0.75),←,
6,"Johnson, Brad",30y 270d,281 (129-5-147 46.80%),416 (1.48),←,
36,"Lake, Brian",25y 46d,78 (30-0-48 38.46%),9 (0.12),←,
23,"McMahon, Jordan",23y 322d,99 (38-2-59 39.39%),36 (0.36),←,
27,"Minson, Will",22y 3d,38 (20-0-18 52.63%),13 (0.34),←,
38,"Morris, Dale",24y 106d,44 (25-0-19 56.82%),1 (0.02),←,
2,"Murphy, Robert",24y 309d,113 (42-2-69 38.05%),77 (0.68),←,
15,"Power, Sam",23y 286d,73 (27-1-45 37.67%),14 (0.19),←,
1,"Ray, Farren",21y 22d,45 (20-0-25 44.44%),17 (0.38),←,
11,"Street, Peter",26y 312d,66 (27-1-38 41.67%),14 (0.21),49 (20-0-29 40.82%),11 (0.22)
7,"West, Scott",32y 151d,303 (141-4-158 47.19%),103 (0.34),←,
37,"Wight, Cameron",22y 9d,15 (5-0-10 33.33%),1 (0.07),←,
Totals,Totals,24y 255d,2128 (925-28-1175 43.47%),1333 (0.63),,
C,"Eade, Rodney",49y 10d,201 (107-2-92 53.73%),,49 (26-0-23 53.06%),
