Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",23y 300d,48 (16-2-30 35.42%),7 (0.15),34 (8-1-25 25.00%),7 (0.21)
19,"Betts, Eddie",19y 274d,39 (7-2-30 20.51%),39 (1.00),←,
13,"Blackwell, Luke",19y 291d,11 (1-1-9 13.64%),2 (0.18),←,
18,"Bower, Paul",18y 230d,1 (0-0-1 0.00%),1 (1.00),←,
44,"Carrazzo, Andrew",22y 255d,40 (9-2-29 25.00%),8 (0.20),←,
26,"De Luca, Adrian",24y 104d,45 (14-1-30 32.22%),22 (0.49),←,
25,"Fevola, Brendan",25y 219d,122 (42-2-78 35.25%),327 (2.68),←,
14,"Fisher, Brad",22y 140d,50 (13-1-36 27.00%),53 (1.06),←,
11,"French, Barnaby",30y 275d,132 (51-3-78 39.77%),39 (0.30),70 (17-2-51 25.71%),19 (0.27)
33,"Houlihan, Ryan",24y 218d,135 (43-2-90 32.59%),86 (0.64),←,
43,"Koutoufides, Anthony",33y 221d,266 (134-3-129 50.94%),220 (0.83),←,
12,"Lappin, Matthew",30y 191d,232 (95-2-135 41.38%),226 (0.97),177 (67-1-109 38.14%),200 (1.13)
20,"McGrath, Cory",27y 204d,77 (31-2-44 41.56%),18 (0.23),49 (13-2-34 28.57%),4 (0.08)
17,"OhAilpin, Setanta",23y 162d,11 (1-1-9 13.64%),2 (0.18),←,
29,"Scotland, Heath",26y 37d,115 (40-1-74 35.22%),37 (0.32),62 (17-1-44 28.23%),25 (0.40)
6,"Simpson, Kade",22y 114d,42 (10-1-31 25.00%),21 (0.50),←,
41,"Smith, Jesse",20y 188d,2 (0-0-2 0.00%),,←,
36,"Sporn, Trent",23y 338d,49 (10-1-38 21.43%),8 (0.16),←,
32,"Thornton, Bret",22y 285d,90 (21-1-68 23.89%),1 (0.01),←,
30,"Waite, Jarrad",23y 204d,62 (15-2-45 25.81%),71 (1.15),←,
1,"Walker, Andrew",20y 101d,54 (12-2-40 24.07%),14 (0.26),←,
8,"Whitnall, Lance",27y 4d,200 (85-2-113 43.00%),328 (1.64),←,
Totals,Totals,24y 98d,1823 (650-34-1139 35.66%),1530 (0.84),,
C,"Pagan, Denis",58y 337d,327 (171-2-154 52.60%),,87 (21-2-64 25.29%),
