Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 201d,33 (14-0-19 42.42%),1 (0.03),←,
18,"Cameron, Jeremy",23y 36d,76 (20-0-56 26.32%),192 (2.53),←,
3,"Coniglio, Stephen",22y 144d,68 (23-0-45 33.82%),27 (0.40),←,
1,"Davis, Phil",25y 251d,83 (31-0-52 37.35%),6 (0.07),65 (20-0-45 30.77%),5 (0.08)
4,"Greene, Toby",22y 225d,82 (23-0-59 28.05%),44 (0.54),←,
19,"Haynes, Nick",23y 355d,46 (14-0-32 30.43%),4 (0.09),←,
17,"Johnson, Steve",32y 308d,260 (183-3-74 70.96%),470 (1.81),7 (5-0-2 71.43%),18 (2.57)
22,"Kelly, Josh",21y 85d,43 (18-0-25 41.86%),23 (0.53),←,
40,"Kennedy, Adam",23y 300d,68 (16-0-52 23.53%),4 (0.06),←,
37,"Lobb, Rory",23y 88d,18 (8-0-10 44.44%),19 (1.06),←,
41,"Mumford, Shane",29y 307d,135 (87-2-46 65.19%),47 (0.35),35 (18-0-17 51.43%),8 (0.23)
7,"Palmer, Rhys",27y 84d,116 (38-0-78 32.76%),91 (0.78),63 (17-0-46 26.98%),68 (1.08)
24,"Patfull, Joel",31y 152d,203 (85-3-115 42.61%),25 (0.12),21 (12-0-9 57.14%),1 (0.05)
12,"Patton, Jonathon",22y 353d,38 (12-0-26 31.58%),43 (1.13),←,
9,"Scully, Tom",24y 358d,110 (34-1-75 31.36%),41 (0.37),79 (21-0-58 26.58%),35 (0.44)
23,"Shaw, Heath",30y 162d,220 (132-2-86 60.45%),38 (0.17),47 (22-0-25 46.81%),1 (0.02)
5,"Shiel, Dylan",23y 59d,71 (20-0-51 28.17%),35 (0.49),←,
11,"Steele, Jack",20y 146d,12 (6-0-6 50.00%),6 (0.50),←,
8,"Ward, Callan",26y 27d,150 (56-0-94 37.33%),76 (0.51),90 (24-0-66 26.67%),43 (0.48)
6,"Whitfield, Lachie",21y 294d,58 (19-0-39 32.76%),25 (0.43),←,
29,"Williams, Zac",21y 230d,36 (12-0-24 33.33%),10 (0.28),←,
16,"Wilson, Nathan",23y 121d,39 (14-0-25 35.90%),11 (0.28),←,
Totals,Totals,24y 278d,1965 (865-11-1089 44.02%),1238 (0.63),,
C,"Cameron, Leon",43y 248d,51 (22-0-29 43.14%),,←,
