Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",21y 231d,6 (3-0-3 50.00%),2 (0.33),←,
15,"Browne, Steven",19y 190d,12 (6-0-6 50.00%),4 (0.33),←,
44,"Carrazzo, Andrew",24y 238d,82 (22-2-58 28.05%),20 (0.24),←,
28,"Cloke, Cameron",23y 233d,44 (19-0-25 43.18%),21 (0.48),23 (10-0-13 43.48%),10 (0.43)
25,"Fevola, Brendan",27y 202d,161 (55-2-104 34.78%),471 (2.93),←,
14,"Fisher, Brad",24y 122d,88 (26-1-61 30.11%),113 (1.28),←,
4,"Gibbs, Bryce",19y 147d,40 (12-0-28 30.00%),17 (0.43),←,
16,"Grigg, Shaun",20y 112d,22 (9-0-13 40.91%),4 (0.18),←,
22,"Hampson, Shaun",20y 141d,9 (4-0-5 44.44%),2 (0.22),←,
40,"Jamison, Michael",22y 59d,20 (7-0-13 35.00%),,←,
5,"Judd, Chris",24y 336d,152 (92-2-58 61.18%),151 (0.99),18 (8-0-10 44.44%),13 (0.72)
8,"Kreuzer, Matthew",19y 88d,17 (9-0-8 52.94%),12 (0.71),←,
3,"Murphy, Marc",21y 21d,54 (15-0-39 27.78%),30 (0.56),←,
2,"Russell, Jordan",21y 277d,47 (13-1-33 28.72%),6 (0.13),←,
9,"Saddington, Jason",28y 291d,161 (77-1-83 48.14%),47 (0.29),19 (4-0-15 21.05%),6 (0.32)
29,"Scotland, Heath",28y 19d,157 (53-1-103 34.08%),51 (0.32),104 (30-1-73 29.33%),39 (0.38)
6,"Simpson, Kade",24y 96d,84 (23-1-60 27.98%),47 (0.56),←,
24,"Stevens, Nick",28y 219d,211 (101-4-106 48.82%),126 (0.60),84 (27-2-55 33.33%),48 (0.57)
32,"Thornton, Bret",24y 268d,125 (32-1-92 26.00%),2 (0.02),←,
30,"Waite, Jarrad",25y 187d,103 (28-2-73 28.16%),105 (1.02),←,
1,"Walker, Andrew",22y 83d,78 (18-2-58 24.36%),29 (0.37),←,
34,"Wiggins, Simon",25y 333d,102 (31-1-70 30.88%),32 (0.31),←,
Totals,Totals,23y 210d,1775 (655-21-1099 36.90%),1292 (0.73),,
C,"Ratten, Brett",37y 29d,25 (9-0-16 36.00%),,←,
