Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",24y 256d,105 (36-1-68 34.76%),37 (0.35),74 (33-1-40 45.27%),25 (0.34)
31,"Appleby, Flynn",19y 133d,6 (4-0-2 66.67%),,←,
46,"Cox, Mason",27y 81d,30 (14-0-16 46.67%),33 (1.10),←,
25,"Crisp, Jack",24y 244d,95 (42-1-52 44.74%),42 (0.44),77 (35-1-41 46.10%),32 (0.42)
26,"Daicos, Josh",19y 189d,4 (3-0-1 75.00%),3 (0.75),←,
2,"de Goey, Jordan",22y 80d,58 (27-1-30 47.41%),52 (0.90),←,
15,"Dunn, Lynden",31y 20d,193 (58-3-132 30.83%),98 (0.51),28 (15-1-12 55.36%),1 (0.04)
19,"Greenwood, Levi",29y 104d,121 (59-2-60 49.59%),55 (0.45),47 (19-1-27 41.49%),29 (0.62)
4,"Grundy, Brodie",24y 49d,93 (46-1-46 50.00%),31 (0.33),←,
32,"Hoskin-Elliott, Will",24y 274d,85 (28-1-56 33.53%),83 (0.98),33 (16-1-16 50.00%),41 (1.24)
8,"Langdon, Tom",23y 359d,65 (31-1-33 48.46%),3 (0.05),←,
37,"Maynard, Brayden",21y 256d,58 (23-1-34 40.52%),13 (0.22),←,
16,"Mayne, Chris",29y 213d,181 (100-1-80 55.52%),199 (1.10),9 (5-0-4 55.56%),3 (0.33)
41,"Mihocek, Brody",25y 119d,1 (1-0-0 100.00%),4 (4.00),←,
10,"Pendlebury, Scott",30y 147d,262 (157-2-103 60.31%),162 (0.62),←,
21,"Phillips, Tom",22y 27d,35 (17-1-17 50.00%),23 (0.66),←,
12,"Scharenberg, Matt",22y 258d,24 (14-1-9 60.42%),,←,
22,"Sidebottom, Steele",27y 152d,196 (119-3-74 61.48%),147 (0.75),←,
35,"Stephenson, Jaidyn",19y 139d,11 (7-0-4 63.64%),14 (1.27),←,
24,"Thomas, Josh",26y 245d,52 (32-1-19 62.50%),42 (0.81),←,
7,"Treloar, Adam",25y 86d,133 (45-1-87 34.21%),83 (0.62),54 (25-1-28 47.22%),35 (0.65)
3,"Wells, Daniel",33y 120d,256 (134-3-119 52.93%),163 (0.64),13 (9-1-3 73.08%),13 (1.00)
Totals,Totals,25y 78d,2064 (997-25-1042 48.30%),1287 (0.62),,
C,"Buckley, Nathan",45y 312d,147 (77-1-69 52.72%),,←,
