Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",20y 94d,27 (8-1-18 31.48%),4 (0.15),←,
2,"Atkins, Rory",26y 314d,103 (62-1-40 60.68%),48 (0.47),2 (0-0-2 0.00%),1 (0.50)
10,"Ballard, Charlie",21y 303d,57 (12-1-44 21.93%),1 (0.02),←,
29,"Burgess, Chris",25y 177d,22 (5-0-17 22.73%),9 (0.41),←,
25,"Collins, Sam",26y 341d,50 (14-1-35 29.00%),,36 (11-1-24 31.94%),
19,"Corbett, Josh",25y 29d,22 (3-1-18 15.91%),18 (0.82),←,
4,"Ellis, Brandon",27y 292d,202 (116-2-84 57.92%),66 (0.33),26 (7-1-18 28.85%),8 (0.31)
26,"Flanders, Sam",19y 302d,12 (3-1-8 29.17%),3 (0.25),←,
46,"Graham, Caleb",20y 252d,17 (3-0-14 17.65%),,←,
1,"Greenwood, Hugh",29y 77d,78 (38-2-38 50.00%),44 (0.56),27 (8-1-18 31.48%),8 (0.30)
39,"Holman, Nick",25y 358d,64 (15-0-49 23.44%),28 (0.44),55 (14-0-41 25.45%),28 (0.51)
34,"King, Ben",20y 319d,41 (8-1-32 20.73%),70 (1.71),←,
23,"Lemmens, Sean",26y 201d,102 (26-2-74 26.47%),25 (0.25),←,
13,"Lukosius, Jack",20y 286d,48 (11-1-36 23.96%),8 (0.17),←,
17,"Markov, Oleg",25y 14d,33 (15-0-18 45.45%),4 (0.12),10 (3-0-7 30.00%),1 (0.10)
11,"Miller, Touk",25y 89d,126 (28-2-96 23.02%),33 (0.26),←,
27,"Powell, Wil",21y 269d,45 (12-1-32 27.78%),11 (0.24),←,
22,"Rankine, Izak",21y 29d,22 (5-1-16 25.00%),21 (0.95),←,
41,"Rosas, Malcolm",19y 329d,2 (0-0-2 0.00%),,←,
6,"Sexton, Alex",27y 170d,142 (36-0-106 25.35%),135 (0.95),←,
32,"Smith, Zac",31y 89d,116 (47-1-68 40.95%),52 (0.45),66 (13-0-53 19.70%),32 (0.48)
24,"Swallow, David",28y 184d,164 (41-1-122 25.30%),76 (0.46),←,
14,"Weller, Lachie",25y 88d,113 (28-1-84 25.22%),41 (0.36),66 (14-1-51 21.97%),24 (0.36)
Totals,Totals,24y 184d,1608 (536-21-1051 33.33%),697 (0.43),,
C,"Dew, Stuart",41y 277d,71 (15-1-55 21.83%),,←,
