Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",26y 29d,152 (67-1-84 44.41%),91 (0.60),←,
5,"Broadbent, Matthew",24y 29d,101 (41-1-59 41.09%),40 (0.40),←,
27,"Carlile, Alipate",27y 122d,150 (64-1-85 43.00%),5 (0.03),←,
18,"Cornes, Kane",31y 237d,290 (147-2-141 51.03%),92 (0.32),←,
7,"Ebert, Brad",24y 150d,144 (60-1-83 42.01%),74 (0.51),68 (32-1-35 47.79%),41 (0.60)
9,"Gray, Robbie",26y 153d,112 (49-0-63 43.75%),153 (1.37),←,
8,"Hartlett, Hamish",24y 16d,87 (36-1-50 41.95%),56 (0.64),←,
36,"Hombsch, Jack",21y 176d,36 (16-0-20 44.44%),,27 (16-0-11 59.26%),
24,"Impey, Jarman",19y 52d,18 (11-0-7 61.11%),3 (0.17),←,
42,"Jonas, Tom",23y 233d,53 (24-1-28 46.23%),1 (0.02),←,
23,"Lobbe, Matthew",25y 199d,64 (30-0-34 46.88%),16 (0.25),←,
6,"Monfries, Angus",27y 223d,188 (78-3-107 42.29%),218 (1.16),38 (20-0-18 52.63%),53 (1.39)
26,"Moore, Andrew",23y 92d,47 (20-0-27 42.55%),16 (0.34),←,
32,"Neade, Jake",20y 93d,21 (12-0-9 57.14%),17 (0.81),←,
29,"Pittard, Jasper",23y 151d,53 (28-0-25 52.83%),8 (0.15),←,
21,"Polec, Jared",21y 322d,37 (21-0-16 56.76%),22 (0.59),21 (14-0-7 66.67%),13 (0.62)
28,"Schulz, Jay",29y 134d,164 (66-3-95 41.16%),275 (1.68),93 (42-1-50 45.70%),217 (2.33)
12,"Trengove, Jackson",23y 301d,95 (37-1-57 39.47%),8 (0.08),←,
39,"Westhoff, Justin",27y 333d,156 (68-1-87 43.91%),201 (1.29),←,
19,"White, Matt",27y 137d,124 (57-4-63 47.58%),77 (0.62),19 (13-0-6 68.42%),23 (1.21)
16,"Wines, Ollie",19y 327d,46 (27-0-19 58.70%),17 (0.37),←,
20,"Wingard, Chad",21y 32d,64 (31-1-32 49.22%),88 (1.38),←,
Totals,Totals,24y 194d,2202 (990-21-1191 44.96%),1478 (0.67),,
C,"Hinkley, Ken",47y 334d,45 (27-0-18 60.00%),,←,
