Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 243d,35 (7-0-28 20.00%),22 (0.63),←,
9,"Ainsworth, Ben",20y 119d,24 (5-0-19 20.83%),18 (0.75),←,
31,"Ballard, Charlie",18y 321d,5 (0-0-5 0.00%),1 (0.20),←,
29,"Bowes, Jack",20y 134d,21 (5-0-16 23.81%),4 (0.19),←,
41,"Brodie, Will",19y 290d,5 (1-0-4 20.00%),1 (0.20),←,
12,"Day, Sam",25y 276d,108 (32-1-75 30.09%),74 (0.69),←,
5,"Harbrow, Jarrod",29y 326d,213 (80-2-131 38.03%),54 (0.25),143 (40-1-102 28.32%),33 (0.23)
40,"Heron, Jacob",18y 181d,3 (0-0-3 0.00%),1 (0.33),←,
39,"Holman, Nick",23y 11d,20 (4-0-16 20.00%),2 (0.10),11 (3-0-8 27.27%),2 (0.18)
38,"Joyce, Jesse",20y 296d,37 (11-0-26 29.73%),1 (0.03),←,
21,"Leslie, Jack",23y 43d,22 (5-0-17 22.73%),,←,
19,"Lynch, Tom",25y 221d,129 (37-1-91 29.07%),249 (1.93),←,
4,"Martin, Jack",23y 131d,76 (22-1-53 29.61%),71 (0.93),←,
11,"Miller, Touk",22y 107d,71 (16-1-54 23.24%),22 (0.31),←,
35,"Rischitelli, Michael",32y 152d,225 (79-3-143 35.78%),88 (0.39),114 (30-0-84 26.32%),41 (0.36)
18,"Scheer, Brad",19y 282d,8 (1-0-7 12.50%),,←,
6,"Sexton, Alex",24y 188d,86 (24-0-62 27.91%),51 (0.59),←,
24,"Swallow, David",25y 202d,108 (31-0-77 28.70%),54 (0.50),←,
16,"Thompson, Rory",27y 89d,97 (29-1-67 30.41%),7 (0.07),←,
14,"Weller, Lachie",22y 106d,58 (17-0-41 29.31%),18 (0.31),11 (3-0-8 27.27%),1 (0.09)
28,"Witts, Jarrod",25y 269d,69 (27-0-42 39.13%),21 (0.30),29 (9-0-20 31.03%),3 (0.10)
15,"Young, Aaron",25y 185d,87 (41-1-45 47.70%),72 (0.83),11 (3-0-8 27.27%),10 (0.91)
Totals,Totals,23y 156d,1507 (474-11-1022 31.45%),831 (0.55),,
C,"Dew, Stuart",38y 295d,11 (3-0-8 27.27%),,←,
