Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",20y 64d,27 (13-1-13 50.00%),6 (0.22),←,
21,"Bell, Daniel",23y 7d,50 (20-1-29 41.00%),1 (0.02),←,
32,"Bruce, Cameron",28y 203d,167 (78-1-88 47.01%),185 (1.11),←,
41,"Carroll, Nathan",27y 183d,67 (23-1-43 35.07%),1 (0.01),←,
36,"Davey, Aaron",24y 315d,87 (42-1-44 48.85%),122 (1.40),←,
14,"Dunn, Lynden",20y 342d,27 (11-0-16 40.74%),25 (0.93),←,
8,"Frawley, James",19y 213d,10 (4-0-6 40.00%),,←,
18,"Green, Brad",27y 38d,171 (81-1-89 47.66%),215 (1.26),←,
40,"Jamar, Mark",24y 255d,54 (23-1-30 43.52%),18 (0.33),←,
2,"Jones, Nathan",20y 91d,34 (8-1-25 25.00%),14 (0.41),←,
23,"McDonald, James",31y 198d,203 (92-1-110 45.57%),49 (0.24),←,
5,"McLean, Brock",22y 40d,66 (31-1-34 47.73%),30 (0.45),←,
22,"Moloney, Brent",24y 83d,63 (28-1-34 45.24%),14 (0.22),40 (16-0-24 40.00%),8 (0.20)
10,"Morton, Cale",18y 93d,5 (0-0-5 0.00%),2 (0.40),←,
9,"Neitz, David",33y 89d,306 (140-0-166 45.75%),631 (2.06),←,
27,"Rivers, Jared",23y 185d,67 (33-1-33 50.00%),4 (0.06),←,
24,"Robertson, Russell",29y 148d,210 (101-1-108 48.33%),389 (1.85),←,
12,"Sylvia, Colin",22y 164d,56 (23-1-32 41.96%),31 (0.55),←,
31,"Wheatley, Paul",27y 8d,118 (57-0-61 48.31%),33 (0.28),←,
45,"Whelan, Matthew",28y 159d,130 (63-1-66 48.85%),13 (0.10),←,
34,"White, Jeff",31y 61d,258 (120-1-137 46.71%),110 (0.43),226 (107-1-118 47.57%),92 (0.41)
39,"Wonaeamirri, Austin",19y 201d,3 (0-0-3 0.00%),2 (0.67),←,
Totals,Totals,24y 325d,2179 (991-16-1172 45.48%),1895 (0.87),,
C,"Bailey, Dean",41y 93d,5 (0-0-5 0.00%),,←,
