Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
11,"Ackland, Cain",25y 64d,61 (36-0-25 59.02%),23 (0.38),8 (2-0-6 25.00%),2 (0.25)
7,"Bentick, Adam",21y 340d,42 (10-1-31 25.00%),11 (0.26),←,
19,"Betts, Eddie",20y 174d,48 (9-2-37 20.83%),50 (1.04),←,
13,"Blackwell, Luke",20y 191d,14 (1-1-12 10.71%),3 (0.21),←,
44,"Carrazzo, Andrew",23y 155d,49 (11-2-36 24.49%),13 (0.27),←,
25,"Fevola, Brendan",26y 119d,131 (44-2-85 34.35%),358 (2.73),←,
14,"Fisher, Brad",23y 40d,57 (15-1-41 27.19%),65 (1.14),←,
4,"Gibbs, Bryce",18y 65d,8 (2-0-6 25.00%),1 (0.13),←,
33,"Houlihan, Ryan",25y 118d,144 (45-2-97 31.94%),87 (0.60),←,
43,"Koutoufides, Anthony",34y 121d,269 (134-3-132 50.37%),221 (0.82),←,
12,"Lappin, Matthew",31y 91d,241 (97-2-142 40.66%),235 (0.98),186 (69-1-116 37.37%),209 (1.12)
3,"Murphy, Marc",19y 304d,21 (4-0-17 19.05%),10 (0.48),←,
17,"OhAilpin, Setanta",24y 62d,20 (3-1-16 17.50%),2 (0.10),←,
2,"Russell, Jordan",20y 194d,19 (3-1-15 18.42%),3 (0.16),←,
9,"Saddington, Jason",27y 208d,150 (74-1-75 49.67%),43 (0.29),8 (1-0-7 12.50%),2 (0.25)
29,"Scotland, Heath",26y 302d,124 (42-1-81 34.27%),38 (0.31),71 (19-1-51 27.46%),26 (0.37)
6,"Simpson, Kade",23y 14d,51 (12-1-38 24.51%),28 (0.55),←,
32,"Thornton, Bret",23y 185d,98 (23-1-74 23.98%),1 (0.01),←,
30,"Waite, Jarrad",24y 104d,71 (17-2-52 25.35%),75 (1.06),←,
1,"Walker, Andrew",21y 1d,63 (14-2-47 23.81%),19 (0.30),←,
8,"Whitnall, Lance",27y 269d,209 (87-2-120 42.11%),339 (1.62),←,
41,"Young, Ross",23y 252d,3 (0-0-3 0.00%),1 (0.33),←,
Totals,Totals,24y 70d,1893 (683-28-1182 36.08%),1626 (0.86),,
C,"Pagan, Denis",59y 237d,336 (173-2-161 51.79%),,96 (23-2-71 25.00%),
