Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 59d,78 (19-1-58 25.00%),55 (0.71),←,
15,"Anderson, Noah",21y 52d,41 (12-1-28 30.49%),7 (0.17),←,
2,"Atkins, Rory",27y 272d,112 (65-1-46 58.48%),49 (0.44),11 (3-0-8 27.27%),2 (0.18)
10,"Ballard, Charlie",22y 261d,73 (18-1-54 25.34%),1 (0.01),←,
30,"Casboult, Levi",32y 26d,158 (50-1-107 31.96%),164 (1.04),4 (2-0-2 50.00%),8 (2.00)
1,"Chol, Mabior",25y 71d,35 (21-1-13 61.43%),33 (0.94),4 (2-0-2 50.00%),9 (2.25)
25,"Collins, Sam",27y 299d,63 (20-1-42 32.54%),,49 (17-1-31 35.71%),
19,"Corbett, Josh",25y 352d,34 (7-1-26 22.06%),31 (0.91),←,
5,"Davies, Alex",20y 23d,5 (2-0-3 40.00%),2 (0.40),←,
4,"Ellis, Brandon",28y 250d,214 (122-2-90 57.48%),68 (0.32),38 (13-1-24 35.53%),10 (0.26)
50,"Farrar, Jy",25y 124d,12 (5-0-7 41.67%),1 (0.08),←,
8,"Fiorini, Brayden",24y 231d,66 (15-1-50 23.48%),21 (0.32),←,
7,"Holman, Nick",26y 316d,75 (20-0-55 26.67%),35 (0.47),66 (19-0-47 28.79%),35 (0.53)
23,"Lemmens, Sean",27y 159d,118 (32-2-84 27.97%),25 (0.21),←,
13,"Lukosius, Jack",21y 244d,64 (17-1-46 27.34%),12 (0.19),←,
11,"Miller, Touk",26y 47d,142 (34-2-106 24.65%),40 (0.28),←,
27,"Powell, Wil",22y 227d,61 (18-1-42 30.33%),12 (0.20),←,
22,"Rankine, Izak",21y 352d,32 (10-1-21 32.81%),33 (1.03),←,
41,"Rosas, Malcolm",20y 287d,5 (2-0-3 40.00%),3 (0.60),←,
18,"Rowell, Matt",20y 283d,21 (8-0-13 38.10%),8 (0.38),←,
24,"Swallow, David",29y 142d,179 (47-1-131 26.54%),78 (0.44),←,
14,"Weller, Lachie",26y 46d,119 (31-1-87 26.47%),43 (0.36),72 (17-1-54 24.31%),26 (0.36)
28,"Witts, Jarrod",29y 209d,126 (39-1-86 31.35%),26 (0.21),86 (21-1-64 25.00%),8 (0.09)
Totals,Totals,25y 61d,1833 (614-21-1198 33.50%),747 (0.41),,
C,"Dew, Stuart",42y 235d,87 (21-1-65 24.71%),,←,
