St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",22y 46d,40 (9-1-30 23.75%),8 (0.20),←,
6,"Black, Heath",23y 40d,79 (19-0-60 24.05%),39 (0.49),10 (1-0-9 10.00%),4 (0.40)
20,"Clarke, Xavier",18y 282d,12 (2-1-9 20.83%),8 (0.67),←,
18,"Cripps, Jason",25y 266d,52 (26-1-25 50.96%),10 (0.19),←,
26,"Dal Santo, Nick",18y 135d,11 (2-1-8 22.73%),4 (0.36),←,
10,"Everitt, Peter",28y 65d,172 (71-2-99 41.86%),289 (1.68),←,
9,"Gehrig, Fraser",26y 126d,139 (67-1-71 48.56%),164 (1.18),24 (4-0-20 16.67%),5 (0.21)
2,"Hamill, Aaron",24y 321d,125 (55-0-70 44.00%),155 (1.24),33 (6-0-27 18.18%),41 (1.24)
35,"Harvey, Robert",30y 320d,254 (119-3-132 47.44%),149 (0.59),←,
7,"Hayes, Lenny",22y 174d,63 (16-2-45 26.98%),25 (0.40),←,
5,"Jones, Austinn",25y 282d,149 (59-2-88 40.27%),106 (0.71),←,
15,"Lawrence, Steven",26y 49d,99 (43-3-53 44.95%),46 (0.46),18 (3-1-14 19.44%),3 (0.17)
23,"Loewe, Stewart",34y 45d,314 (133-2-179 42.68%),586 (1.87),←,
31,"Maguire, Matt",18y 38d,7 (2-0-5 28.57%),1 (0.14),←,
44,"Milne, Stephen",22y 121d,30 (6-1-23 21.67%),60 (2.00),←,
43,"Moyle, Brett",22y 98d,31 (6-0-25 19.35%),9 (0.29),←,
1,"Peckett, Justin",29y 275d,181 (73-2-106 40.88%),27 (0.15),←,
12,"Riewoldt, Nick",19y 263d,20 (4-1-15 22.50%),12 (0.60),←,
40,"Schwarze, Troy",20y 196d,21 (4-1-16 21.43%),4 (0.19),←,
4,"Thompson, Andrew",29y 259d,123 (47-2-74 39.02%),71 (0.58),←,
13,"Voss, Brett",24y 135d,68 (26-2-40 39.71%),26 (0.38),33 (7-1-25 22.73%),15 (0.45)
30,"Wulf, Daniel",22y 49d,16 (1-1-14 9.38%),6 (0.38),←,
Totals,Totals,24y 130d,2006 (790-29-1187 39.38%),1805 (0.90),,
C,"Thomas, Grant",44y 143d,21 (4-1-16 21.43%),,←,
