Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y,244 (102-1-141 42.01%),159 (0.65),←,
7,"Brown, Nathan",30y 132d,201 (86-4-111 43.78%),322 (1.60),64 (22-1-41 35.16%),116 (1.81)
9,"Cotchin, Trent",18y 75d,6 (3-0-3 50.00%),6 (1.00),←,
3,"Deledio, Brett",21y 64d,75 (29-2-44 40.00%),53 (0.71),←,
41,"Foley, Nathan",22y 287d,62 (20-2-40 33.87%),15 (0.24),←,
34,"Hughes, Cleve",21y 158d,13 (5-0-8 38.46%),18 (1.38),←,
31,"Hyde, Chris",25y 317d,92 (26-1-65 28.80%),39 (0.42),←,
16,"McGuane, Luke",21y 130d,24 (5-1-18 22.92%),,←,
13,"McMahon, Jordan",25y 25d,127 (50-4-73 40.94%),40 (0.31),13 (5-1-7 42.31%),3 (0.23)
40,"Moore, Kelvin",24y 88d,37 (7-1-29 20.27%),9 (0.24),←,
20,"Morton, Mitch",21y 145d,20 (9-1-10 47.50%),27 (1.35),8 (3-1-4 43.75%),16 (2.00)
1,"Newman, Chris",26y 34d,124 (39-2-83 32.26%),16 (0.13),←,
29,"Oakley-Nicholls, Jarrad",20y 133d,9 (4-0-5 44.44%),,←,
26,"Pattison, Adam",22y 108d,47 (18-2-27 40.43%),12 (0.26),←,
6,"Polak, Graham",24y 5d,105 (47-2-56 45.71%),23 (0.22),32 (7-2-23 25.00%),14 (0.44)
14,"Polo, Dean",21y 321d,27 (10-1-16 38.89%),7 (0.26),←,
12,"Richardson, Matthew",33y 94d,269 (111-2-156 41.64%),781 (2.90),←,
8,"Riewoldt, Jack",19y 234d,17 (5-1-11 32.35%),13 (0.76),←,
5,"Simmonds, Troy",29y 344d,170 (78-1-91 46.18%),118 (0.69),66 (26-1-39 40.15%),52 (0.79)
30,"Tambling, Richard",21y 283d,66 (26-2-38 40.91%),47 (0.71),←,
21,"Tuck, Shane",26y 180d,82 (29-2-51 36.59%),39 (0.48),←,
35,"White, Matt",21y 67d,29 (10-2-17 37.93%),8 (0.28),←,
Totals,Totals,24y 14d,1846 (719-34-1093 38.95%),1752 (0.95),,
C,"Wallace, Terry",49y 191d,227 (108-4-115 48.46%),,79 (29-2-48 37.97%),
