North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 165d,14 (1-0-13 7.14%),,←,
30,"Comben, Charlie",22y 338d,20 (3-0-17 15.00%),5 (0.25),←,
4,"Corr, Aidan",30y 36d,153 (52-3-98 34.97%),3 (0.02),55 (5-0-50 9.09%),1 (0.02)
25,"Curtis, Paul",21y 110d,50 (5-0-45 10.00%),48 (0.96),←,
9,"Davies-Uniacke, Luke",25y 14d,99 (19-1-79 19.70%),37 (0.37),←,
16,"Fisher, Zac",26y 7d,121 (36-1-84 30.17%),53 (0.44),14 (1-0-13 7.14%),
40,"Ford, Eddie",22y 1d,33 (2-0-31 6.06%),28 (0.85),←,
20,"Larkey, Nick",26y 16d,108 (21-1-86 19.91%),219 (2.03),←,
11,"McDonald, Luke",29y 134d,194 (68-0-126 35.05%),18 (0.09),←,
29,"Phillips, Will",22y 31d,37 (6-0-31 16.22%),7 (0.19),←,
32,"Pink, Toby",25y 316d,9 (1-0-8 11.11%),2 (0.22),←,
24,"Powell, Tom",22y 112d,59 (7-1-51 12.71%),22 (0.37),←,
8,"Scott, Bailey",23y 349d,92 (10-1-81 11.41%),29 (0.32),←,
3,"Sheezel, Harry",19y 253d,37 (4-0-33 10.81%),10 (0.27),←,
14,"Shiels, Liam",33y 54d,280 (159-3-118 57.32%),94 (0.34),25 (3-0-22 12.00%),4 (0.16)
12,"Simpkin, Jy",26y 109d,143 (38-1-104 26.92%),57 (0.40),←,
15,"Stephens, Dylan",23y 166d,51 (25-0-26 49.02%),11 (0.22),8 (0-0-8 0.00%),
5,"Taylor, Curtis",24y 77d,73 (13-1-59 18.49%),32 (0.44),←,
43,"Teakle, Brynn",24y 250d,8 (5-0-3 62.50%),2 (0.25),2 (0-0-2 0.00%),1 (0.50)
13,"Tucker, Darcy",27y 151d,140 (44-0-96 31.43%),44 (0.31),32 (2-0-30 6.25%),9 (0.28)
6,"Wardlaw, George",20y 11d,21 (1-0-20 4.76%),6 (0.29),←,
38,"Xerri, Tristan",25y 99d,47 (7-1-39 15.96%),18 (0.38),←,
44,"Zurhaar, Cameron",26y 31d,112 (25-1-86 22.77%),154 (1.38),←,
Totals,Totals,24y 266d,1901 (552-15-1334 29.04%),899 (0.47),,
C,"Clarkson, Alastair",56y 56d,417 (232-4-181 56.12%),,27 (4-0-23 14.81%),
