Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 113d,106 (32-1-73 30.66%),85 (0.80),←,
15,"Anderson, Noah",22y 106d,70 (25-1-44 36.43%),24 (0.34),←,
2,"Atkins, Rory",28y 326d,124 (71-1-52 57.66%),49 (0.40),23 (9-0-14 39.13%),2 (0.09)
10,"Ballard, Charlie",23y 315d,99 (30-1-68 30.81%),2 (0.02),←,
16,"Berry, Tom",22y 33d,25 (18-0-7 72.00%),3 (0.12),5 (3-0-2 60.00%),
30,"Casboult, Levi",33y 80d,184 (61-1-122 33.42%),199 (1.08),30 (13-0-17 43.33%),43 (1.43)
25,"Collins, Sam",28y 353d,93 (34-1-58 37.10%),,79 (31-1-47 39.87%),
5,"Davies, Alex",21y 77d,23 (11-0-12 47.83%),8 (0.35),←,
50,"Farrar, Jy",26y 178d,29 (14-0-15 48.28%),2 (0.07),←,
8,"Fiorini, Brayden",25y 285d,86 (23-1-62 27.33%),26 (0.30),←,
7,"Holman, Nick",28y 5d,101 (32-0-69 31.68%),58 (0.57),92 (31-0-61 33.70%),58 (0.63)
19,"Humphrey, Bailey",18y 265d,9 (5-0-4 55.56%),8 (0.89),←,
40,"Jeffrey, Joel",21y 83d,15 (8-0-7 53.33%),15 (1.00),←,
34,"King, Ben",22y 331d,65 (18-1-46 28.46%),119 (1.83),←,
22,"Long, Ben",25y 286d,89 (37-1-51 42.13%),31 (0.35),10 (5-0-5 50.00%),
13,"Lukosius, Jack",22y 298d,85 (27-1-57 32.35%),40 (0.47),←,
44,"Macpherson, Darcy",25y 217d,84 (25-0-59 29.76%),26 (0.31),←,
27,"Powell, Wil",23y 281d,79 (29-1-49 37.34%),13 (0.16),←,
41,"Rosas, Malcolm",21y 341d,30 (15-0-15 50.00%),22 (0.73),←,
18,"Rowell, Matt",21y 337d,51 (22-0-29 43.14%),13 (0.25),←,
24,"Swallow, David",30y 196d,209 (61-1-147 29.43%),93 (0.44),←,
32,"Uwland, Bodhi",19y 313d,3 (1-0-2 33.33%),,←,
28,"Witts, Jarrod",30y 263d,154 (53-1-100 34.74%),32 (0.21),114 (35-1-78 31.14%),14 (0.12)
Totals,Totals,24y 316d,1813 (652-13-1148 35.96%),868 (0.48),,
C,"Dew, Stuart",43y 289d,117 (35-1-81 30.34%),,←,
