Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
11,"Bandy, Daniel",28y 270d,141 (44-1-96 31.56%),119 (0.84),36 (11-1-24 31.94%),39 (1.08)
12,"Bassett, Scott",25y 310d,29 (13-0-16 44.83%),3 (0.10),14 (3-0-11 21.43%),1 (0.07)
40,"Birss, Shane",21y 156d,34 (10-2-22 32.35%),11 (0.32),←,
42,"Boyd, Matthew",21y 353d,26 (6-0-20 23.08%),4 (0.15),←,
17,"Cooney, Adam",18y 319d,17 (3-0-14 17.65%),8 (0.47),←,
38,"Cross, Daniel",21y 137d,22 (4-1-17 20.45%),2 (0.09),←,
14,"Darcy, Luke",29y 33d,196 (87-4-105 45.41%),154 (0.79),←,
10,"Eagleton, Nathan",25y 278d,148 (62-3-83 42.91%),118 (0.80),92 (36-1-55 39.67%),73 (0.79)
18,"Faulkner, Cameron",20y 84d,6 (3-0-3 50.00%),3 (0.50),←,
9,"Gilbee, Lindsay",23y 37d,49 (16-1-32 33.67%),20 (0.41),←,
3,"Grant, Chris",31y 245d,294 (147-5-142 50.85%),496 (1.69),←,
8,"Hahn, Mitch",23y 96d,70 (22-1-47 32.14%),30 (0.43),←,
25,"Hargrave, Ryan",23y 19d,51 (15-2-34 31.37%),9 (0.18),←,
22,"Harrison, Ben",29y 210d,156 (64-2-90 41.67%),70 (0.45),80 (26-2-52 33.75%),31 (0.39)
6,"Johnson, Brad",28y 27d,230 (102-5-123 45.43%),284 (1.23),←,
36,"Lake, Brian",22y 169d,30 (4-0-26 13.33%),6 (0.20),←,
33,"Murphy, Brad",19y 292d,1 (0-0-1 0.00%),2 (2.00),←,
15,"Power, Sam",21y 43d,39 (8-1-30 21.79%),9 (0.23),←,
1,"Ray, Farren",18y 144d,7 (0-0-7 0.00%),,←,
30,"Robbins, Matthew",27y 98d,95 (35-2-58 37.89%),41 (0.43),88 (31-2-55 36.36%),41 (0.47)
31,"Street, Peter",24y 69d,33 (10-1-22 31.82%),8 (0.24),16 (3-0-13 18.75%),5 (0.31)
7,"West, Scott",29y 274d,252 (114-4-134 46.03%),93 (0.37),←,
Totals,Totals,24y 117d,1926 (769-35-1122 39.93%),1490 (0.77),,
C,"Rohde, Peter",39y 269d,43 (8-1-34 19.77%),,←,
