Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Brennan, Luke",20y 171d,15 (4-0-11 26.67%),8 (0.53),←,
25,"Clarke, Tim",23y 141d,67 (27-0-40 40.30%),23 (0.34),←,
9,"Crawford, Shane",30y 346d,252 (119-2-131 47.62%),194 (0.77),←,
24,"Croad, Trent",25y 165d,164 (73-1-90 44.82%),161 (0.98),126 (53-1-72 42.46%),101 (0.80)
26,"Dawson, Zac",19y 180d,1 (0-0-1 0.00%),,←,
19,"Dixon, Ben",28y 68d,162 (78-1-83 48.46%),216 (1.33),←,
1,"Everitt, Peter",31y 110d,237 (89-2-146 37.97%),361 (1.52),57 (16-0-41 28.07%),61 (1.07)
38,"Franklin, Lance",18y 203d,19 (5-0-14 26.32%),20 (1.05),←,
3,"Hay, Jonathan",26y 8d,148 (65-1-82 44.26%),12 (0.08),←,
15,"Hodge, Luke",21y 67d,65 (25-0-40 38.46%),41 (0.63),←,
37,"Lekkas, Angelo",29y 53d,179 (75-1-103 42.18%),120 (0.67),←,
40,"Lewis, Jordan",19y 119d,18 (5-0-13 27.78%),2 (0.11),←,
12,"Lonie, Nathan",22y 170d,63 (20-0-43 31.75%),33 (0.52),←,
14,"Miller, Harry",20y 71d,13 (3-0-10 23.08%),10 (0.77),←,
7,"Osborne, Michael",23y 23d,57 (16-0-41 28.07%),13 (0.23),←,
16,"Ries, Nick",23y 38d,72 (29-0-43 40.28%),17 (0.24),←,
35,"Roughead, Jarryd",18y 210d,15 (5-0-10 33.33%),6 (0.40),←,
11,"Smith, Joel",28y 110d,184 (82-1-101 44.84%),87 (0.47),126 (53-1-72 42.46%),36 (0.29)
43,"Taylor, Simon",23y 3d,16 (5-0-11 31.25%),8 (0.50),←,
33,"Thurgood, Josh",20y 77d,8 (0-0-8 0.00%),1 (0.13),←,
21,"Vandenberg, Richard",28y 219d,120 (50-1-69 42.08%),52 (0.43),←,
45,"Young, Clinton",19y 186d,6 (2-0-4 33.33%),3 (0.50),←,
Totals,Totals,23y 241d,1881 (777-10-1094 41.31%),1388 (0.74),,
C,"Clarkson, Alastair",37y 116d,21 (5-0-16 23.81%),,←,
