Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 96d,127 (41-1-85 32.68%),108 (0.85),←,
15,"Anderson, Noah",23y 89d,91 (34-1-56 37.91%),38 (0.42),←,
31,"Andrew, Mac",20y 164d,28 (12-0-16 42.86%),,←,
10,"Ballard, Charlie",24y 298d,120 (39-1-80 32.92%),2 (0.02),←,
16,"Berry, Tom",23y 15d,36 (24-0-12 66.67%),5 (0.14),16 (9-0-7 56.25%),2 (0.13)
33,"Clohesy, Sam",21y 156d,7 (4-0-3 57.14%),6 (0.86),←,
25,"Collins, Sam",29y 336d,114 (43-1-70 38.16%),,100 (40-1-59 40.50%),
5,"Davies, Alex",22y 59d,27 (13-0-14 48.15%),9 (0.33),←,
12,"Day, Sam",31y 253d,152 (45-2-105 30.26%),111 (0.73),←,
8,"Fiorini, Brayden",26y 268d,102 (30-1-71 29.90%),32 (0.31),←,
3,"Flanders, Sam",22y 297d,54 (19-1-34 36.11%),15 (0.28),←,
19,"Humphrey, Bailey",19y 248d,27 (14-0-13 51.85%),19 (0.70),←,
40,"Jeffrey, Joel",22y 65d,18 (10-0-8 55.56%),16 (0.89),←,
38,"Johnston, Lloyd",19y 238d,4 (2-0-2 50.00%),1 (0.25),←,
34,"King, Ben",23y 314d,83 (27-1-55 33.13%),158 (1.90),←,
22,"Long, Ben",26y 269d,98 (41-1-56 42.35%),36 (0.37),19 (9-0-10 47.37%),5 (0.26)
13,"Lukosius, Jack",23y 281d,105 (36-1-68 34.76%),65 (0.62),←,
11,"Miller, Touk",28y 84d,183 (52-2-129 28.96%),53 (0.29),←,
49,"Moyle, Ned",22y 91d,4 (1-0-3 25.00%),1 (0.25),←,
18,"Rowell, Matt",22y 320d,72 (31-0-41 43.06%),23 (0.32),←,
6,"Sexton, Alex",30y 165d,171 (48-0-123 28.07%),163 (0.95),←,
24,"Swallow, David",31y 179d,229 (69-1-159 30.35%),106 (0.46),←,
32,"Uwland, Bodhi",20y 296d,11 (6-0-5 54.55%),,←,
Totals,Totals,24y 199d,1863 (641-14-1208 34.41%),967 (0.52),,
C,"Hardwick, Damien",51y 272d,317 (176-6-135 56.47%),,10 (6-0-4 60.00%),
