Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
7,"Bentick, Adam",22y 25d,48 (12-1-35 26.04%),13 (0.27),←,
19,"Betts, Eddie",20y 224d,50 (9-2-39 20.00%),51 (1.02),←,
18,"Bower, Paul",19y 180d,4 (0-0-4 0.00%),1 (0.25),←,
44,"Carrazzo, Andrew",23y 205d,55 (13-2-40 25.45%),14 (0.25),←,
14,"Fisher, Brad",23y 90d,63 (17-1-45 27.78%),78 (1.24),←,
4,"Gibbs, Bryce",18y 115d,14 (4-0-10 28.57%),2 (0.14),←,
16,"Grigg, Shaun",19y 80d,1 (0-0-1 0.00%),,←,
23,"Hartlett, Adam",21y 77d,3 (0-0-3 0.00%),1 (0.33),←,
33,"Houlihan, Ryan",25y 168d,150 (47-2-101 32.00%),90 (0.60),←,
5,"Kennedy, Josh",19y 317d,18 (3-1-14 19.44%),9 (0.50),←,
43,"Koutoufides, Anthony",34y 171d,275 (136-3-136 50.00%),225 (0.82),←,
12,"Lappin, Matthew",31y 141d,247 (99-2-146 40.49%),241 (0.98),192 (71-1-120 37.24%),215 (1.12)
3,"Murphy, Marc",19y 354d,27 (6-0-21 22.22%),16 (0.59),←,
17,"OhAilpin, Setanta",24y 112d,26 (5-1-20 21.15%),8 (0.31),←,
2,"Russell, Jordan",20y 244d,23 (4-1-18 19.57%),3 (0.13),←,
29,"Scotland, Heath",26y 352d,130 (44-1-85 34.23%),40 (0.31),77 (21-1-55 27.92%),28 (0.36)
6,"Simpson, Kade",23y 64d,57 (14-1-42 25.44%),32 (0.56),←,
32,"Thornton, Bret",23y 235d,104 (25-1-78 24.52%),1 (0.01),←,
30,"Waite, Jarrad",24y 154d,77 (19-2-56 25.97%),93 (1.21),←,
1,"Walker, Andrew",21y 51d,68 (16-2-50 25.00%),22 (0.32),←,
34,"Wiggins, Simon",24y 300d,86 (24-1-61 28.49%),20 (0.23),←,
41,"Young, Ross",23y 302d,5 (0-0-5 0.00%),3 (0.60),←,
Totals,Totals,23y 97d,1531 (497-24-1010 32.46%),963 (0.63),,
C,"Pagan, Denis",59y 287d,342 (175-2-165 51.46%),,102 (25-2-75 25.49%),
