St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
2,"Brown, Tony",20y 80d,52 (27-0-25 51.92%),31 (0.60),←,
3,"Burke, Nathan",27y 191d,222 (99-2-121 45.05%),79 (0.36),←,
18,"Cripps, Jason",20y 306d,29 (17-0-12 58.62%),6 (0.21),←,
34,"Daniels, Jayson",26y 178d,161 (51-1-109 31.99%),29 (0.18),103 (38-1-64 37.38%),25 (0.24)
10,"Everitt, Peter",23y 105d,88 (42-1-45 48.30%),143 (1.63),←,
21,"Gray, Troy",24y 171d,59 (16-1-42 27.97%),26 (0.44),8 (3-0-5 37.50%),2 (0.25)
35,"Harvey, Robert",25y 360d,174 (87-2-85 50.57%),105 (0.60),←,
6,"Healy, Daniel",23y 105d,16 (10-0-6 62.50%),6 (0.38),←,
24,"Heatley, Jason",25y 176d,18 (13-0-5 72.22%),58 (3.22),15 (10-0-5 66.67%),50 (3.33)
5,"Jones, Austinn",20y 322d,61 (29-0-32 47.54%),53 (0.87),←,
17,"Keogh, Rod",26y 144d,71 (33-0-38 46.48%),23 (0.32),49 (21-0-28 42.86%),15 (0.31)
22,"Lappin, Matthew",21y 180d,35 (17-1-17 50.00%),20 (0.57),←,
23,"Loewe, Stewart",29y 85d,233 (104-1-128 44.85%),464 (1.99),←,
1,"Peckett, Justin",24y 315d,91 (40-1-50 44.51%),2 (0.02),←,
31,"Shanahan, Jamie",29y 253d,120 (60-1-59 50.42%),,←,
19,"Sziller, Steven",24y 244d,51 (27-0-24 52.94%),13 (0.25),←,
29,"Thompson, Andrew",24y 299d,18 (12-0-6 66.67%),10 (0.56),←,
9,"Vidovic, Lazar",32y 137d,78 (41-1-36 53.21%),13 (0.17),←,
15,"Wakelin, Darryl",23y 5d,51 (26-0-25 50.98%),4 (0.08),←,
12,"Wakelin, Shane",23y 4d,49 (21-1-27 43.88%),16 (0.33),←,
7,"Winmar, Nicky",31y 325d,203 (91-1-111 45.07%),260 (1.28),←,
Totals,Totals,25y 85d,1880 (863-14-1003 45.90%),1361 (0.72),,
C,"Alves, Stan",51y 86d,86 (38-1-47 44.77%),,←,
