North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 186d,17 (2-0-15 11.76%),,←,
30,"Comben, Charlie",22y 359d,23 (4-0-19 17.39%),5 (0.22),←,
4,"Corr, Aidan",30y 57d,156 (53-3-100 34.94%),3 (0.02),58 (6-0-52 10.34%),1 (0.02)
25,"Curtis, Paul",21y 131d,53 (6-0-47 11.32%),51 (0.96),←,
9,"Davies-Uniacke, Luke",25y 35d,102 (20-1-81 20.10%),38 (0.37),←,
42,"Dawson, Kallan",25y 357d,14 (3-0-11 21.43%),1 (0.07),←,
40,"Ford, Eddie",22y 22d,36 (3-0-33 8.33%),30 (0.83),←,
20,"Larkey, Nick",26y 37d,111 (22-1-88 20.27%),225 (2.03),←,
11,"McDonald, Luke",29y 155d,197 (69-0-128 35.03%),18 (0.09),←,
10,"McKercher, Colby",19y 92d,11 (1-0-10 9.09%),,←,
32,"Pink, Toby",25y 337d,12 (2-0-10 16.67%),5 (0.42),←,
24,"Powell, Tom",22y 133d,62 (8-1-53 13.71%),22 (0.35),←,
8,"Scott, Bailey",24y 4d,95 (11-1-83 12.11%),29 (0.31),←,
3,"Sheezel, Harry",19y 274d,40 (5-0-35 12.50%),12 (0.30),←,
14,"Shiels, Liam",33y 75d,283 (160-3-120 57.07%),95 (0.34),28 (4-0-24 14.29%),5 (0.18)
12,"Simpkin, Jy",26y 130d,146 (39-1-106 27.05%),58 (0.40),←,
15,"Stephens, Dylan",23y 187d,54 (26-0-28 48.15%),11 (0.20),11 (1-0-10 9.09%),
5,"Taylor, Curtis",24y 98d,76 (14-1-61 19.08%),33 (0.43),←,
43,"Teakle, Brynn",24y 271d,11 (6-0-5 54.55%),5 (0.45),5 (1-0-4 20.00%),4 (0.80)
13,"Tucker, Darcy",27y 172d,143 (45-0-98 31.47%),44 (0.31),35 (3-0-32 8.57%),9 (0.26)
6,"Wardlaw, George",20y 32d,22 (1-0-21 4.55%),6 (0.27),←,
38,"Xerri, Tristan",25y 120d,50 (8-1-41 17.00%),20 (0.40),←,
44,"Zurhaar, Cameron",26y 52d,115 (26-1-88 23.04%),159 (1.38),←,
Totals,Totals,24y 239d,1829 (534-14-1281 29.20%),870 (0.48),,
C,"Clarkson, Alastair",56y 77d,420 (233-4-183 55.95%),,30 (5-0-25 16.67%),
