Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
41,"Banks, Sam",22y 101d,37 (8-0-29 21.62%),6 (0.16),←,
35,"Broad, Nathan",32y 88d,165 (91-3-71 56.06%),4 (0.02),←,
30,"Brown, Tom",21y 347d,36 (6-0-30 16.67%),9 (0.25),←,
44,"Campbell, Seth",20y 195d,38 (6-0-32 15.79%),31 (0.82),←,
26,"Faull, Jonty",19y 161d,13 (3-0-10 23.08%),6 (0.46),←,
2,"Hopper, Jacob",28y 156d,159 (74-3-82 47.48%),56 (0.35),45 (11-1-33 25.56%),14 (0.31)
24,"Hotton, Taj",19y 25d,1 (1-0-0 100.00%),1 (1.00),←,
20,"Koschitzke, Jacob",25y 1d,63 (18-2-43 30.16%),66 (1.05),15 (2-0-13 13.33%),12 (0.80)
7,"Mansell, Rhyan",25y 38d,67 (17-1-49 26.12%),42 (0.63),←,
33,"McIntosh, Kamdyn",31y 100d,207 (111-3-93 54.35%),60 (0.29),←,
12,"Miller, Ben",25y 315d,63 (18-3-42 30.95%),9 (0.14),←,
25,"Nankervis, Toby",30y 334d,173 (94-2-77 54.91%),44 (0.25),161 (87-2-72 54.66%),41 (0.25)
3,"Prestia, Dion",32y 273d,231 (105-3-123 46.10%),75 (0.32),136 (79-3-54 59.19%),45 (0.33)
17,"Rioli, Maurice",22y 314d,43 (19-2-22 46.51%),30 (0.70),←,
5,"Ross, Jack",24y 312d,87 (38-2-47 44.83%),19 (0.22),←,
15,"Short, Jayden",29y 169d,184 (97-4-83 53.80%),37 (0.20),←,
38,"Sims, Tom",19y 61d,8 (2-0-6 25.00%),2 (0.25),←,
40,"Sonsie, Tyler",22y 166d,34 (8-1-25 25.00%),9 (0.26),←,
14,"Taranto, Tim",27y 165d,169 (75-3-91 45.27%),84 (0.50),55 (16-1-38 30.00%),36 (0.65)
31,"Trainor, Luke",19y 93d,17 (4-0-13 23.53%),1 (0.06),←,
36,"Trezise, James",23y 27d,18 (4-0-14 22.22%),1 (0.06),←,
1,"Vlastuin, Nick",31y 84d,250 (135-4-111 54.80%),29 (0.12),←,
45,"Young, Tylar",26y 310d,29 (10-0-19 34.48%),,←,
Totals,Totals,25y 103d,2092 (944-36-1112 45.12%),621 (0.30),,
C,"Yze, Adem",47y 294d,41 (7-0-34 17.07%),,40 (6-0-34 15.00%),
