Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",20y 42d,14 (3-0-11 21.43%),16 (1.14),←,
29,"Bowes, Jack",20y 57d,12 (3-0-9 25.00%),3 (0.25),←,
12,"Day, Sam",25y 199d,99 (30-1-68 30.81%),65 (0.66),←,
8,"Fiorini, Brayden",20y 214d,16 (4-0-12 25.00%),7 (0.44),←,
5,"Harbrow, Jarrod",29y 249d,203 (78-2-123 38.92%),53 (0.26),133 (38-1-94 28.95%),32 (0.24)
39,"Holman, Nick",22y 299d,10 (2-0-8 20.00%),,1 (1-0-0 100.00%),
38,"Joyce, Jesse",20y 219d,29 (9-0-20 31.03%),1 (0.03),←,
10,"Kolodjashnij, Kade",22y 227d,71 (22-1-48 31.69%),13 (0.18),←,
19,"Lynch, Tom",25y 144d,122 (35-1-86 29.10%),234 (1.92),←,
25,"Lyons, Jarryd",25y 245d,74 (41-0-33 55.41%),43 (0.58),19 (7-0-12 36.84%),11 (0.58)
44,"Macpherson, Darcy",20y 146d,13 (1-0-12 7.69%),6 (0.46),←,
4,"Martin, Jack",23y 54d,67 (20-1-46 30.60%),59 (0.88),←,
17,"May, Steven",26y 73d,107 (35-1-71 33.18%),18 (0.17),←,
11,"Miller, Touk",22y 30d,61 (14-1-46 23.77%),18 (0.30),←,
35,"Rischitelli, Michael",32y 75d,216 (77-3-136 36.34%),88 (0.41),105 (28-0-77 26.67%),41 (0.39)
3,"Rosa, Matt",31y 121d,203 (97-1-105 48.03%),44 (0.22),35 (10-0-25 28.57%),5 (0.14)
6,"Sexton, Alex",24y 111d,76 (22-0-54 28.95%),44 (0.58),←,
24,"Swallow, David",25y 125d,98 (29-0-69 29.59%),50 (0.51),←,
16,"Thompson, Rory",27y 12d,87 (27-1-59 31.61%),7 (0.08),←,
14,"Weller, Lachie",22y 29d,48 (15-0-33 31.25%),17 (0.35),1 (1-0-0 100.00%),
28,"Witts, Jarrod",25y 192d,59 (25-0-34 42.37%),20 (0.34),19 (7-0-12 36.84%),2 (0.11)
15,"Young, Aaron",25y 108d,77 (39-1-37 51.30%),63 (0.82),1 (1-0-0 100.00%),1 (1.00)
Totals,Totals,24y 168d,1762 (628-14-1120 35.64%),869 (0.49),,
C,"Dew, Stuart",38y 218d,1 (1-0-0 100.00%),,←,
