North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 179d,16 (2-0-14 12.50%),,←,
30,"Comben, Charlie",22y 352d,22 (4-0-18 18.18%),5 (0.23),←,
4,"Corr, Aidan",30y 50d,155 (53-3-99 35.16%),3 (0.02),57 (6-0-51 10.53%),1 (0.02)
25,"Curtis, Paul",21y 124d,52 (6-0-46 11.54%),51 (0.98),←,
9,"Davies-Uniacke, Luke",25y 28d,101 (20-1-80 20.30%),38 (0.38),←,
42,"Dawson, Kallan",25y 350d,13 (3-0-10 23.08%),1 (0.08),←,
40,"Ford, Eddie",22y 15d,35 (3-0-32 8.57%),29 (0.83),←,
20,"Larkey, Nick",26y 30d,110 (22-1-87 20.45%),222 (2.02),←,
11,"McDonald, Luke",29y 148d,196 (69-0-127 35.20%),18 (0.09),←,
10,"McKercher, Colby",19y 85d,10 (1-0-9 10.00%),,←,
29,"Phillips, Will",22y 45d,39 (7-0-32 17.95%),7 (0.18),←,
32,"Pink, Toby",25y 330d,11 (2-0-9 18.18%),3 (0.27),←,
24,"Powell, Tom",22y 126d,61 (8-1-52 13.93%),22 (0.36),←,
8,"Scott, Bailey",23y 363d,94 (11-1-82 12.23%),29 (0.31),←,
3,"Sheezel, Harry",19y 267d,39 (5-0-34 12.82%),12 (0.31),←,
14,"Shiels, Liam",33y 68d,282 (160-3-119 57.27%),95 (0.34),27 (4-0-23 14.81%),5 (0.19)
12,"Simpkin, Jy",26y 123d,145 (39-1-105 27.24%),57 (0.39),←,
15,"Stephens, Dylan",23y 180d,53 (26-0-27 49.06%),11 (0.21),10 (1-0-9 10.00%),
5,"Taylor, Curtis",24y 91d,75 (14-1-60 19.33%),33 (0.44),←,
43,"Teakle, Brynn",24y 264d,10 (6-0-4 60.00%),5 (0.50),4 (1-0-3 25.00%),4 (1.00)
13,"Tucker, Darcy",27y 165d,142 (45-0-97 31.69%),44 (0.31),34 (3-0-31 8.82%),9 (0.26)
38,"Xerri, Tristan",25y 113d,49 (8-1-40 17.35%),20 (0.41),←,
44,"Zurhaar, Cameron",26y 45d,114 (26-1-87 23.25%),157 (1.38),←,
Totals,Totals,24y 265d,1824 (540-14-1270 29.61%),862 (0.47),,
C,"Clarkson, Alastair",56y 70d,419 (233-4-182 56.09%),,29 (5-0-24 17.24%),
