Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
28,"Bell, Tom",22y 297d,19 (10-0-9 52.63%),9 (0.47),←,
7,"Buckley, Dylan",21y 21d,3 (0-0-3 0.00%),1 (0.33),←,
44,"Carrazzo, Andrew",30y 112d,165 (68-3-94 42.12%),47 (0.28),←,
35,"Curnow, Ed",24y 150d,54 (31-1-22 58.33%),11 (0.20),←,
46,"Ellard, David",25y 24d,43 (21-0-22 48.84%),26 (0.60),←,
33,"Everitt, Andrejs",25y 24d,82 (51-3-28 64.02%),35 (0.43),3 (0-0-3 0.00%),3 (1.00)
38,"Garlett, Jeff",24y 246d,101 (54-1-46 53.96%),174 (1.72),←,
4,"Gibbs, Bryce",25y 22d,158 (73-1-84 46.52%),83 (0.53),←,
23,"Henderson, Lachie",24y 113d,87 (41-1-45 47.70%),61 (0.70),72 (33-1-38 46.53%),58 (0.81)
40,"Jamison, Michael",27y 299d,114 (53-1-60 46.93%),1 (0.01),←,
2,"Menzel, Troy",19y 196d,10 (5-0-5 50.00%),12 (1.20),←,
3,"Murphy, Marc",26y 261d,168 (76-1-91 45.54%),134 (0.80),←,
12,"Robinson, Mitch",24y 303d,91 (48-1-42 53.30%),52 (0.57),←,
17,"Rowe, Sam",26y 138d,12 (5-0-7 41.67%),9 (0.75),←,
6,"Simpson, Kade",29y 336d,203 (84-2-117 41.87%),118 (0.58),←,
39,"Thomas, Dale",26y 289d,160 (103-2-55 65.00%),122 (0.76),3 (0-0-3 0.00%),1 (0.33)
42,"Tuohy, Zach",24y 117d,57 (30-0-27 52.63%),22 (0.39),←,
30,"Waite, Jarrad",31y 61d,171 (61-3-107 36.55%),226 (1.32),←,
1,"Walker, Andrew",27y 323d,167 (63-3-101 38.62%),116 (0.69),←,
11,"Warnock, Robert",27y 77d,73 (36-1-36 50.00%),13 (0.18),52 (26-1-25 50.96%),9 (0.17)
43,"White, Simon",25y 293d,28 (17-1-10 62.50%),2 (0.07),←,
13,"Yarran, Chris",23y 108d,87 (41-1-45 47.70%),70 (0.80),←,
Totals,Totals,25y 240d,2053 (971-26-1056 47.30%),1344 (0.65),,
C,"Malthouse, Mick",60y 232d,691 (398-6-287 58.03%),,27 (12-0-15 44.44%),
