Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",22y 349d,55 (29-0-26 52.73%),47 (0.85),30 (17-0-13 56.67%),25 (0.83)
24,"Bolton, Jude",20y 109d,22 (8-0-14 36.36%),16 (0.73),←,
8,"Cresswell, Daryn",29y 41d,180 (74-1-105 41.39%),150 (0.83),←,
28,"Crouch, Jared",22y 119d,58 (28-0-30 48.28%),10 (0.17),←,
12,"Fosdike, Nic",20y 127d,25 (11-0-14 44.00%),14 (0.56),←,
37,"Goodes, Adam",20y 176d,37 (16-0-21 43.24%),50 (1.35),←,
14,"Kelly, Paul",30y 340d,200 (74-3-123 37.75%),168 (0.84),←,
31,"Kirk, Brett",23y 251d,11 (4-0-7 36.36%),6 (0.55),←,
3,"Lewis, Dale",31y 59d,168 (62-2-104 37.50%),178 (1.06),←,
34,"Luff, Troy",30y 223d,137 (62-2-73 45.99%),80 (0.58),←,
36,"Mathews, Ben",21y 216d,38 (18-0-20 47.37%),7 (0.18),←,
11,"Maxfield, Stuart",28y 84d,198 (98-2-98 50.00%),116 (0.59),109 (63-1-45 58.26%),51 (0.47)
13,"McPherson, Daniel",24y 363d,66 (38-1-27 58.33%),13 (0.20),←,
23,"Nicks, Matthew",25y 50d,88 (49-0-39 55.68%),38 (0.43),←,
16,"OConnor, Ryan",26y 5d,87 (42-3-42 50.00%),49 (0.56),24 (10-0-14 41.67%),2 (0.08)
39,"OKeefe, Ryan",19y 160d,4 (2-0-2 50.00%),1 (0.25),←,
19,"OLoughlin, Michael",23y 133d,118 (65-1-52 55.51%),157 (1.33),←,
22,"Saddington, Jason",20y 253d,61 (31-0-30 50.82%),24 (0.39),←,
25,"Schauble, Andrew",23y 228d,96 (34-0-62 35.42%),15 (0.16),17 (7-0-10 41.18%),4 (0.24)
2,"Schwass, Wayne",31y 218d,246 (133-0-113 54.07%),140 (0.57),62 (32-0-30 51.61%),43 (0.69)
7,"Seymour, Brad",24y 60d,101 (53-1-47 52.97%),9 (0.09),←,
1,"Stafford, Greg",25y 310d,105 (48-1-56 46.19%),33 (0.31),←,
Totals,Totals,24y 309d,2101 (979-17-1105 46.60%),1321 (0.63),,
C,"Eade, Rodney",42y 89d,112 (63-1-48 56.70%),,←,
