Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
21,"Balta, Noah",25y 227d,109 (54-2-53 50.46%),37 (0.34),←,
41,"Banks, Sam",22y 66d,33 (7-0-26 21.21%),4 (0.12),←,
35,"Broad, Nathan",32y 53d,161 (90-3-68 56.83%),4 (0.02),←,
30,"Brown, Tom",21y 312d,32 (5-0-27 15.63%),8 (0.25),←,
44,"Campbell, Seth",20y 160d,34 (5-0-29 14.71%),29 (0.85),←,
26,"Faull, Jonty",19y 126d,9 (2-0-7 22.22%),4 (0.44),←,
48,"Green, Steely",21y 149d,19 (3-0-16 15.79%),12 (0.63),←,
2,"Hopper, Jacob",28y 121d,155 (73-3-79 48.06%),54 (0.35),41 (10-1-30 25.61%),12 (0.29)
19,"Lynch, Tom",32y 219d,231 (94-4-133 41.56%),477 (2.06),100 (57-3-40 58.50%),223 (2.23)
7,"Mansell, Rhyan",25y 3d,63 (16-1-46 26.19%),38 (0.60),←,
28,"McAuliffe, Kane",20y 98d,14 (2-0-12 14.29%),,←,
33,"McIntosh, Kamdyn",31y 65d,203 (110-3-90 54.93%),59 (0.29),←,
12,"Miller, Ben",25y 280d,59 (17-3-39 31.36%),9 (0.15),←,
25,"Nankervis, Toby",30y 299d,169 (93-2-74 55.62%),43 (0.25),157 (86-2-69 55.41%),40 (0.25)
3,"Prestia, Dion",32y 238d,227 (104-3-120 46.48%),75 (0.33),132 (78-3-51 60.23%),45 (0.34)
13,"Ralphsmith, Hugo",23y 210d,59 (17-1-41 29.66%),20 (0.34),←,
5,"Ross, Jack",24y 277d,83 (37-2-44 45.78%),18 (0.22),←,
38,"Sims, Tom",19y 26d,5 (1-0-4 20.00%),2 (0.40),←,
49,"Smith, Kaleb",20y 199d,11 (0-0-11 0.00%),1 (0.09),←,
40,"Sonsie, Tyler",22y 131d,30 (7-1-22 25.00%),9 (0.30),←,
14,"Taranto, Tim",27y 130d,165 (74-3-88 45.76%),83 (0.50),51 (15-1-35 30.39%),35 (0.69)
31,"Trainor, Luke",19y 58d,13 (3-0-10 23.08%),,←,
1,"Vlastuin, Nick",31y 49d,246 (134-4-108 55.28%),29 (0.12),←,
Totals,Totals,25y 41d,2130 (948-35-1147 44.51%),1015 (0.48),,
C,"Yze, Adem",47y 259d,37 (6-0-31 16.22%),,36 (5-0-31 13.89%),
