St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",22y 217d,51 (21-1-29 42.16%),23 (0.45),←,
20,"Armitage, David",29y 330d,157 (65-1-91 41.72%),93 (0.59),←,
15,"Billings, Jack",22y 267d,72 (26-1-45 36.81%),54 (0.75),←,
22,"Brown, Nathan",29y 146d,160 (88-2-70 55.63%),7 (0.04),30 (12-1-17 41.67%),
2,"Carlisle, Jake",26y 223d,115 (52-1-62 45.65%),60 (0.52),30 (12-1-17 41.67%),6 (0.20)
11,"Clark, Hunter",19y 47d,5 (1-1-3 30.00%),2 (0.40),←,
33,"Coffield, Nick",18y 201d,6 (0-1-5 8.33%),1 (0.17),←,
7,"Dunstan, Luke",23y 103d,75 (28-2-45 38.67%),40 (0.53),←,
14,"Geary, Jarryn",29y 323d,171 (87-2-82 51.46%),27 (0.16),←,
19,"Gilbert, Sam",31y 266d,202 (111-6-85 56.44%),37 (0.18),←,
4,"Gresham, Jade",20y 261d,48 (22-1-25 46.88%),50 (1.04),←,
1,"Hickey, Tom",27y 67d,71 (21-2-48 30.99%),23 (0.32),59 (20-2-37 35.59%),18 (0.31)
43,"Marshall, Rowan",22y 169d,5 (0-0-5 0.00%),1 (0.20),←,
28,"Membrey, Tim",23y 351d,56 (27-2-27 50.00%),97 (1.73),55 (26-2-27 49.09%),97 (1.76)
16,"Newnes, Jack",25y 77d,121 (43-2-76 36.36%),33 (0.27),←,
30,"Phillips, Ed",20y 44d,1 (0-0-1 0.00%),,←,
6,"Ross, Sebastian",25y 5d,89 (32-2-55 37.08%),13 (0.15),←,
5,"Savage, Shane",27y 127d,131 (65-2-64 50.38%),58 (0.44),75 (24-2-49 33.33%),21 (0.28)
9,"Steele, Jack",22y 150d,44 (18-1-25 42.05%),17 (0.39),27 (10-1-16 38.89%),8 (0.30)
3,"Steven, Jack",28y 45d,162 (62-3-97 39.20%),99 (0.61),←,
29,"Webster, Jimmy",24y 318d,74 (25-1-48 34.46%),3 (0.04),←,
44,"Weller, Maverick",26y 88d,112 (34-2-76 31.25%),54 (0.48),80 (28-2-50 36.25%),51 (0.64)
Totals,Totals,24y 323d,1928 (828-36-1064 42.95%),792 (0.41),,
C,"Richardson, Alan",52y 360d,97 (34-2-61 36.08%),,96 (34-2-60 36.46%),
