Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 331d,277 (151-2-124 54.87%),370 (1.34),85 (27-0-58 31.76%),108 (1.27)
27,"Cameron, Clay",21y 318d,18 (5-0-13 27.78%),3 (0.17),←,
39,"Davis, Ryan",26y 307d,17 (6-0-11 35.29%),6 (0.35),3 (3-0-0 100.00%),2 (0.67)
12,"Day, Sam",23y 216d,81 (26-1-54 32.72%),54 (0.67),←,
33,"Hall, Aaron",25y 152d,64 (25-1-38 39.84%),58 (0.91),←,
5,"Harbrow, Jarrod",27y 266d,166 (69-2-95 42.17%),48 (0.29),96 (29-1-66 30.73%),27 (0.28)
28,"Kolodjashnij, Kade",20y 244d,42 (13-1-28 32.14%),10 (0.24),←,
23,"Lemmens, Sean",21y 159d,39 (15-1-23 39.74%),6 (0.15),←,
37,"Lonergan, Jesse",21y 147d,34 (11-1-22 33.82%),4 (0.12),←,
19,"Lynch, Tom",23y 161d,83 (25-1-57 30.72%),137 (1.65),←,
7,"Malceski, Nick",31y 238d,195 (122-3-70 63.33%),72 (0.37),19 (6-1-12 34.21%),5 (0.26)
4,"Martin, Jack",21y 71d,26 (10-1-15 40.38%),30 (1.15),←,
32,"Matera, Brandon",24y 29d,76 (23-1-52 30.92%),81 (1.07),←,
17,"May, Steven",24y 90d,74 (25-1-48 34.46%),15 (0.20),←,
18,"McKenzie, Trent",24y 6d,95 (29-0-66 30.53%),22 (0.23),←,
22,"Nicholls, Tom",24y 36d,33 (12-1-20 37.88%),5 (0.15),←,
10,"Prestia, Dion",23y 180d,84 (24-0-60 28.57%),28 (0.33),←,
35,"Rischitelli, Michael",30y 92d,202 (74-3-125 37.38%),85 (0.42),91 (25-0-66 27.47%),38 (0.42)
3,"Rosa, Matt",29y 138d,170 (89-1-80 52.65%),39 (0.23),2 (2-0-0 100.00%),
42,"Saad, Adam",21y 261d,19 (7-1-11 39.47%),1 (0.05),←,
6,"Sexton, Alex",22y 128d,40 (12-0-28 30.00%),21 (0.52),←,
16,"Thompson, Rory",25y 28d,68 (21-1-46 31.62%),7 (0.10),←,
Totals,Totals,24y 296d,1903 (794-23-1086 41.72%),1102 (0.58),,
C,"Eade, Rodney",58y 5d,339 (176-5-158 52.65%),,25 (7-1-17 30.00%),
