Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 79d,103 (30-1-72 29.61%),84 (0.82),←,
15,"Anderson, Noah",22y 72d,65 (22-1-42 34.62%),21 (0.32),←,
2,"Atkins, Rory",28y 292d,119 (68-1-50 57.56%),49 (0.41),18 (6-0-12 33.33%),2 (0.11)
10,"Ballard, Charlie",23y 281d,94 (27-1-66 29.26%),2 (0.02),←,
1,"Chol, Mabior",26y 91d,57 (31-1-25 55.26%),71 (1.25),26 (12-0-14 46.15%),47 (1.81)
25,"Collins, Sam",28y 319d,88 (31-1-56 35.80%),,74 (28-1-45 38.51%),
5,"Davies, Alex",21y 43d,18 (8-0-10 44.44%),8 (0.44),←,
4,"Ellis, Brandon",29y 270d,234 (131-2-101 56.41%),78 (0.33),58 (22-1-35 38.79%),20 (0.34)
8,"Fiorini, Brayden",25y 251d,81 (20-1-60 25.31%),26 (0.32),←,
7,"Holman, Nick",27y 336d,98 (30-0-68 30.61%),55 (0.56),89 (29-0-60 32.58%),55 (0.62)
19,"Humphrey, Bailey",18y 231d,4 (2-0-2 50.00%),3 (0.75),←,
34,"King, Ben",22y 297d,60 (15-1-44 25.83%),105 (1.75),←,
23,"Lemmens, Sean",28y 179d,137 (40-2-95 29.93%),25 (0.18),←,
22,"Long, Ben",25y 252d,86 (35-1-50 41.28%),31 (0.36),7 (3-0-4 42.86%),
13,"Lukosius, Jack",22y 264d,80 (24-1-55 30.63%),25 (0.31),←,
44,"Macpherson, Darcy",25y 183d,79 (22-0-57 27.85%),26 (0.33),←,
27,"Powell, Wil",23y 247d,74 (26-1-47 35.81%),13 (0.18),←,
41,"Rosas, Malcolm",21y 307d,25 (12-0-13 48.00%),16 (0.64),←,
18,"Rowell, Matt",21y 303d,46 (19-0-27 41.30%),10 (0.22),←,
6,"Sexton, Alex",29y 148d,163 (44-0-119 26.99%),160 (0.98),←,
24,"Swallow, David",30y 162d,204 (58-1-145 28.68%),90 (0.44),←,
14,"Weller, Lachie",27y 66d,133 (38-1-94 28.95%),45 (0.34),86 (24-1-61 28.49%),28 (0.33)
28,"Witts, Jarrod",30y 229d,149 (50-1-98 33.89%),32 (0.21),109 (32-1-76 29.82%),14 (0.13)
Totals,Totals,25y 213d,2197 (783-18-1396 35.64%),975 (0.44),,
C,"Dew, Stuart",43y 255d,112 (32-1-79 29.02%),,←,
