Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",33y 236d,322 (156-3-163 48.91%),610 (1.89),190 (78-3-109 41.84%),300 (1.58)
41,"Casboult, Levi",30y 126d,131 (40-1-90 30.92%),141 (1.08),←,
9,"Cripps, Patrick",25y 123d,108 (27-1-80 25.46%),51 (0.47),←,
28,"Cuningham, David",23y 111d,32 (7-0-25 21.88%),17 (0.53),←,
35,"Curnow, Ed",30y 255d,172 (63-2-107 37.21%),37 (0.22),←,
15,"Docherty, Sam",26y 276d,99 (31-1-67 31.82%),14 (0.14),86 (25-1-60 29.65%),13 (0.15)
40,"Gibbons, Michael",25y 65d,28 (10-0-18 35.71%),22 (0.79),←,
14,"Jones, Liam",29y 146d,132 (45-0-87 34.09%),84 (0.64),66 (18-0-48 27.27%),16 (0.24)
7,"Kennedy, Matthew",23y 104d,43 (18-2-23 44.19%),21 (0.49),24 (7-0-17 29.17%),14 (0.58)
21,"Martin, Jack",25y 172d,104 (28-1-75 27.40%),90 (0.87),7 (3-0-4 42.86%),9 (1.29)
11,"McGovern, Mitch",25y 282d,71 (41-1-29 58.45%),97 (1.37),23 (7-0-16 30.43%),30 (1.30)
10,"McKay, Harry",22y 208d,40 (10-0-30 25.00%),57 (1.42),←,
3,"Murphy, Marc",33y,275 (108-1-166 39.45%),187 (0.68),←,
32,"Newnes, Jack",27y 146d,162 (58-2-102 36.42%),59 (0.36),7 (3-0-4 42.86%),4 (0.57)
5,"Petrevski-Seton, Sam",22y 151d,71 (17-0-54 23.94%),19 (0.27),←,
27,"Pittonet, Marc",24y 46d,13 (8-0-5 61.54%),,6 (3-0-3 50.00%),
20,"Plowman, Lachie",25y 312d,101 (28-0-73 27.72%),1 (0.01),81 (24-0-57 29.63%),
43,"Setterfield, Will",22y 165d,27 (10-0-17 37.04%),8 (0.30),25 (9-0-16 36.00%),8 (0.32)
6,"Simpson, Kade",36y 75d,332 (120-3-209 36.60%),138 (0.42),←,
18,"Walsh, Sam",20y 17d,29 (10-0-19 34.48%),8 (0.28),←,
23,"Weitering, Jacob",22y 239d,83 (20-0-63 24.10%),10 (0.12),←,
31,"Williamson, Tom",21y 220d,22 (9-0-13 40.91%),1 (0.05),←,
Totals,Totals,26y 92d,2397 (864-18-1515 36.05%),1672 (0.70),,
C,"Teague, David",39y 75d,18 (9-0-9 50.00%),,←,
