Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
30,"Caddy, Nate",19y 307d,19 (9-0-10 47.37%),20 (1.05),←,
6,"Caldwell, Jye",24y 231d,83 (33-1-49 40.36%),28 (0.34),72 (30-1-41 42.36%),27 (0.38)
44,"Day-Wicks, Archer",19y 4d,2 (1-0-1 50.00%),1 (0.50),←,
22,"Durham, Sam",23y 312d,80 (37-1-42 46.88%),25 (0.31),←,
28,"Duursma, Xavier",24y 314d,97 (60-1-36 62.37%),46 (0.47),24 (13-1-10 56.25%),13 (0.54)
41,"El-Hawli, Saad",24y 2d,5 (4-0-1 80.00%),1 (0.20),←,
17,"Goldstein, Todd",36y 320d,333 (140-3-190 42.49%),159 (0.48),18 (10-1-7 58.33%),2 (0.11)
8,"Hobbs, Ben",21y 243d,56 (24-1-31 43.75%),20 (0.36),←,
10,"Kako, Isaac",19y 71d,9 (5-0-4 55.56%),6 (0.67),←,
4,"Langford, Kyle",28y 167d,158 (67-2-89 43.04%),175 (1.11),←,
15,"Laverde, Jayden",29y 35d,132 (58-1-73 44.32%),38 (0.29),←,
37,"Martin, Nic",24y 44d,76 (34-1-41 45.39%),57 (0.75),←,
1,"McGrath, Andrew",26y 349d,166 (79-2-85 48.19%),20 (0.12),←,
32,"McKay, Ben",27y 144d,103 (24-2-77 24.27%),1 (0.01),32 (16-1-15 51.56%),
7,"Merrett, Zach",29y 226d,238 (104-3-131 44.33%),86 (0.36),←,
16,"Perkins, Archie",23y 52d,88 (38-0-50 43.18%),58 (0.66),←,
25,"Prior, Jaxon",23y 347d,48 (33-1-14 69.79%),11 (0.23),9 (5-0-4 55.56%),
27,"Redman, Mason",27y 264d,133 (62-2-69 47.37%),23 (0.17),←,
31,"Reid, Zach",23y 76d,18 (7-0-11 38.89%),,←,
21,"Roberts, Archie",19y 180d,13 (6-0-7 46.15%),2 (0.15),←,
12,"Setterfield, Will",27y 101d,77 (31-0-46 40.26%),14 (0.18),20 (9-0-11 45.00%),2 (0.10)
9,"Shiel, Dylan",32y 69d,228 (97-4-127 43.42%),93 (0.41),93 (38-1-54 41.40%),29 (0.31)
20,"Wright, Peter",28y 251d,138 (44-1-93 32.25%),214 (1.55),72 (31-1-40 43.75%),129 (1.79)
Totals,Totals,25y 163d,2300 (997-26-1277 43.35%),1098 (0.48),,
C,"Scott, Brad",49y 14d,266 (133-1-132 50.19%),,55 (27-1-27 50.00%),
