Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",30y 332d,219 (107-5-107 50.00%),150 (0.68),←,
5,"Buckley, Nathan",26y 28d,124 (47-2-75 38.71%),122 (0.98),104 (43-2-59 42.31%),101 (0.97)
17,"Burns, Scott",23y 243d,69 (28-1-40 41.30%),23 (0.33),←,
28,"Crosisca, Gavin",29y 342d,223 (118-5-100 54.04%),62 (0.28),←,
39,"Crow, Scott",24y 248d,69 (27-0-42 39.13%),32 (0.46),56 (21-0-35 37.50%),30 (0.54)
2,"Francis, Tony",29y 144d,141 (74-2-65 53.19%),102 (0.72),←,
37,"Gardiner, Michael",20y 154d,1 (0-0-1 0.00%),1 (1.00),←,
43,"Godden, Luke",19y 336d,22 (7-0-15 31.82%),,←,
40,"King, Clinton",20y 152d,16 (7-0-9 43.75%),8 (0.50),7 (2-0-5 28.57%),4 (0.57)
8,"Mahoney, Josh",20y 296d,19 (6-0-13 31.58%),8 (0.42),←,
27,"McDonald, Alex",28y 191d,103 (50-0-53 48.54%),44 (0.43),57 (24-0-33 42.11%),20 (0.35)
48,"Michael, Mal",21y 60d,28 (12-0-16 42.86%),3 (0.11),←,
44,"Osborne, Richard",34y 68d,282 (116-2-164 41.49%),573 (2.03),28 (11-0-17 39.29%),25 (0.89)
6,"Patterson, Stephen",27y 231d,77 (32-1-44 42.21%),68 (0.88),←,
3,"Richardson, Mark",25y 296d,83 (39-1-43 47.59%),59 (0.71),←,
36,"Rocca, Saverio",24y 276d,131 (62-2-67 48.09%),452 (3.45),←,
12,"Schauble, Andrew",21y 279d,65 (25-0-40 38.46%),10 (0.15),←,
13,"Tape, Jamie",24y 140d,81 (39-1-41 48.77%),5 (0.06),6 (0-0-6 0.00%),1 (0.17)
20,"Tarrant, Chris",17y 339d,10 (4-0-6 40.00%),3 (0.30),←,
16,"Wasley, James",19y 35d,5 (0-0-5 0.00%),,←,
14,"Watson, Shane",24y 187d,129 (59-1-69 46.12%),97 (0.75),←,
19,"Wright, Graham",30y 78d,200 (110-4-86 56.00%),107 (0.54),←,
Totals,Totals,24y 302d,2097 (969-27-1101 46.21%),1929 (0.92),,
C,"Shaw, Tony",38y 31d,65 (26-0-39 40.00%),,←,
