North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
27,"Bergman, Miller",20y 59d,3 (2-0-1 66.67%),,←,
30,"Comben, Charlie",21y 248d,4 (2-0-2 50.00%),2 (0.50),←,
4,"Corr, Aidan",28y 312d,121 (50-3-68 42.56%),2 (0.02),23 (3-0-20 13.04%),
10,"Cunnington, Ben",31y 268d,231 (116-1-114 50.43%),95 (0.41),←,
25,"Curtis, Paul",20y 21d,17 (3-0-14 17.65%),14 (0.82),←,
9,"Davies-Uniacke, Luke",23y 290d,73 (18-1-54 25.34%),24 (0.33),←,
31,"Goater, Josh",19y 296d,3 (2-0-1 66.67%),,←,
22,"Goldstein, Todd",34y 267d,296 (129-2-165 43.92%),153 (0.52),←,
18,"Greenwood, Hugh",31y 19d,106 (44-2-60 42.45%),48 (0.45),23 (4-0-19 17.39%),3 (0.13)
15,"Howe, Daniel",27y 111d,97 (47-3-47 50.00%),22 (0.23),1 (1-0-0 100.00%),
20,"Larkey, Nick",24y 292d,73 (19-1-53 26.71%),130 (1.78),←,
19,"Logue, Griffin",24y 346d,66 (30-1-35 46.21%),9 (0.14),2 (2-0-0 100.00%),
11,"McDonald, Luke",28y 44d,161 (67-0-94 41.61%),17 (0.11),←,
24,"Powell, Tom",21y 23d,33 (5-1-27 16.67%),10 (0.30),←,
8,"Scott, Bailey",22y 259d,57 (8-1-48 14.91%),22 (0.39),←,
3,"Sheezel, Harry",18y 163d,2 (2-0-0 100.00%),,←,
14,"Shiels, Liam",31y 330d,257 (158-3-96 62.06%),90 (0.35),2 (2-0-0 100.00%),
12,"Simpkin, Jy",25y 20d,118 (36-1-81 30.93%),43 (0.36),←,
2,"Stephenson, Jaidyn",24y 69d,91 (40-1-50 44.51%),98 (1.08),37 (6-1-30 17.57%),22 (0.59)
5,"Taylor, Curtis",22y 353d,54 (11-1-42 21.30%),23 (0.43),←,
28,"Turner, Kayne",27y 84d,120 (48-1-71 40.42%),59 (0.49),←,
7,"Ziebell, Jack",32y 25d,260 (112-1-147 43.27%),182 (0.70),←,
44,"Zurhaar, Cameron",24y 307d,85 (24-1-60 28.82%),115 (1.35),←,
Totals,Totals,25y 199d,2328 (973-25-1330 41.80%),1158 (0.50),,
C,"Clarkson, Alastair",54y 332d,392 (230-4-158 59.18%),,2 (2-0-0 100.00%),
