Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",25y 233d,78 (41-0-37 52.56%),25 (0.32),←,
28,"Bell, Tom",21y 59d,4 (3-0-1 75.00%),3 (0.75),←,
19,"Betts, Eddie",25y 259d,163 (66-3-94 41.41%),258 (1.58),←,
44,"Carrazzo, Andrew",28y 240d,152 (62-3-87 41.78%),46 (0.30),←,
41,"Casboult, Levi",22y 149d,4 (3-0-1 75.00%),4 (1.00),←,
35,"Curnow, Ed",22y 278d,27 (18-1-8 68.52%),3 (0.11),←,
38,"Garlett, Jeff",23y 8d,73 (42-1-30 58.22%),123 (1.68),←,
4,"Gibbs, Bryce",23y 149d,131 (62-1-68 47.71%),69 (0.53),←,
8,"Kreuzer, Matthew",23y 90d,85 (46-0-39 54.12%),48 (0.56),←,
26,"McInnes, Andrew",20y 144d,6 (4-0-2 66.67%),,←,
14,"McLean, Brock",26y 153d,116 (48-1-67 41.81%),46 (0.40),22 (11-0-11 50.00%),7 (0.32)
3,"Murphy, Marc",25y 23d,139 (63-1-75 45.68%),113 (0.81),←,
20,"OKeeffe, Rhys",22y 3d,2 (1-0-1 50.00%),,←,
12,"Robinson, Mitch",23y 65d,65 (37-1-27 57.69%),40 (0.62),←,
29,"Scotland, Heath",32y 21d,241 (100-2-139 41.91%),74 (0.31),188 (77-2-109 41.49%),62 (0.33)
6,"Simpson, Kade",28y 98d,173 (71-2-100 41.62%),108 (0.62),←,
42,"Tuohy, Zach",22y 245d,28 (17-0-11 60.71%),8 (0.29),←,
30,"Waite, Jarrad",29y 189d,151 (53-3-95 36.09%),184 (1.22),←,
1,"Walker, Andrew",26y 85d,139 (50-3-86 37.05%),106 (0.76),←,
10,"Watson, Matthew",20y 26d,11 (4-0-7 36.36%),,←,
43,"White, Simon",24y 55d,14 (10-1-3 75.00%),2 (0.14),←,
13,"Yarran, Chris",21y 236d,60 (30-1-29 50.83%),38 (0.63),←,
Totals,Totals,24y 161d,1862 (831-24-1007 44.63%),1298 (0.70),,
C,"Ratten, Brett",41y 31d,117 (59-1-57 50.85%),,←,
