Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
30,"Conca, Reece",19y 345d,32 (12-1-19 39.06%),5 (0.16),←,
9,"Cotchin, Trent",22y 106d,80 (33-1-46 41.88%),48 (0.60),←,
7,"Dea, Matt",20y 283d,18 (7-0-11 38.89%),,←,
3,"Deledio, Brett",25y 95d,166 (61-4-101 37.95%),112 (0.67),←,
10,"Edwards, Shane",23y 271d,103 (33-4-66 33.98%),57 (0.55),←,
42,"Ellis, Brandon",18y 354d,16 (7-0-9 43.75%),2 (0.13),←,
6,"Grigg, Shaun",24y 94d,80 (33-1-46 41.88%),27 (0.34),37 (15-1-21 41.89%),17 (0.46)
14,"Houli, Bachar",24y 71d,64 (25-2-37 40.63%),16 (0.25),38 (15-1-22 40.79%),7 (0.18)
23,"Jackson, Daniel",26y 88d,117 (37-3-77 32.91%),37 (0.32),←,
47,"Maric, Addam",22y 95d,30 (8-1-21 28.33%),16 (0.53),9 (4-0-5 44.44%),1 (0.11)
20,"Maric, Ivan",26y 200d,92 (50-0-42 54.35%),34 (0.37),15 (7-0-8 46.67%),6 (0.40)
4,"Martin, Dustin",21y 26d,57 (20-1-36 35.96%),61 (1.07),←,
16,"McGuane, Luke",25y 161d,87 (26-3-58 31.61%),8 (0.09),←,
40,"Moore, Kelvin",28y 119d,86 (22-1-63 26.16%),12 (0.14),←,
38,"Morris, Steven",23y 204d,15 (6-0-9 40.00%),1 (0.07),←,
26,"Nahas, Robin",24y 255d,71 (22-2-47 32.39%),88 (1.24),←,
17,"Newman, Chris",30y 65d,208 (68-4-136 33.65%),30 (0.14),←,
45,"OHanlon, Brett",19y 5d,5 (2-0-3 40.00%),,←,
37,"Post, Jayden",22y 230d,24 (7-1-16 31.25%),5 (0.21),←,
18,"Rance, Alex",22y 287d,60 (17-1-42 29.17%),7 (0.12),←,
8,"Riewoldt, Jack",23y 265d,106 (37-3-66 36.32%),244 (2.30),←,
21,"Tuck, Shane",30y 211d,156 (57-3-96 37.50%),65 (0.42),←,
Totals,Totals,23y 340d,1673 (590-36-1047 35.27%),875 (0.52),,
C,"Hardwick, Damien",39y 339d,60 (21-1-38 35.83%),,←,
