Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",29y 52d,148 (60-1-87 40.88%),114 (0.77),93 (53-0-40 56.99%),101 (1.09)
20,"Beaumont, Simon",28y 120d,155 (73-0-82 47.10%),90 (0.58),3 (1-0-2 33.33%),1 (0.33)
30,"Brown, Campbell",20y 227d,26 (11-0-15 42.31%),20 (0.77),←,
39,"Campbell, Robert",21y 314d,20 (11-0-9 55.00%),,←,
25,"Clarke, Tim",22y 9d,35 (20-0-15 57.14%),9 (0.26),←,
9,"Crawford, Shane",29y 215d,225 (114-2-109 51.11%),179 (0.80),←,
24,"Croad, Trent",24y 33d,125 (65-1-59 52.40%),140 (1.12),87 (45-1-41 52.30%),80 (0.92)
19,"Dixon, Ben",26y 302d,135 (73-1-61 54.44%),189 (1.40),←,
1,"Everitt, Peter",29y 344d,197 (81-2-114 41.62%),321 (1.63),17 (8-0-9 47.06%),21 (1.24)
34,"Graham, Mark",31y 29d,207 (100-2-105 48.79%),60 (0.29),←,
15,"Hodge, Luke",19y 301d,33 (18-0-15 54.55%),22 (0.67),←,
8,"Jacobs, Danny",23y 291d,84 (55-1-28 66.07%),25 (0.30),3 (1-0-2 33.33%),2 (0.67)
37,"Lekkas, Angelo",27y 287d,152 (70-1-81 46.38%),97 (0.64),←,
12,"Lonie, Nathan",21y 38d,36 (16-0-20 44.44%),16 (0.44),←,
5,"Mitchell, Sam",21y 182d,33 (18-0-15 54.55%),7 (0.21),←,
40,"Osborne, Michael",21y 257d,23 (10-0-13 43.48%),5 (0.22),←,
16,"Ries, Nick",21y 272d,41 (22-0-19 53.66%),12 (0.29),←,
28,"Sewell, Brad",20y 69d,1 (0-0-1 0.00%),,←,
11,"Smith, Joel",26y 344d,146 (75-1-70 51.71%),77 (0.53),88 (46-1-41 52.84%),26 (0.30)
23,"Thompson, Nathan",26y 57d,103 (54-1-48 52.91%),164 (1.59),←,
21,"Vandenberg, Richard",27y 88d,86 (42-1-43 49.42%),37 (0.43),←,
6,"Williams, Mark",20y 364d,15 (7-0-8 46.67%),16 (1.07),←,
Totals,Totals,24y 240d,2026 (995-14-1017 49.11%),1600 (0.79),,
C,"Schwab, Peter",43y 202d,95 (51-0-44 53.68%),,←,
