Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
38,"Byrne, Ciaran",23y 242d,19 (7-0-12 36.84%),,←,
9,"Cripps, Patrick",23y 140d,78 (18-1-59 23.72%),34 (0.44),←,
30,"Curnow, Charlie",21y 183d,44 (8-0-36 18.18%),55 (1.25),←,
35,"Curnow, Ed",28y 271d,140 (53-2-85 38.57%),27 (0.19),←,
2,"Dow, Paddy",18y 293d,18 (2-0-16 11.11%),6 (0.33),←,
32,"Graham, Nick",24y 54d,47 (11-0-36 23.40%),11 (0.23),←,
7,"Kennedy, Matthew",21y 121d,31 (12-2-17 41.94%),10 (0.32),12 (1-0-11 8.33%),3 (0.25)
13,"Lamb, Jed",25y 290d,63 (20-0-43 31.75%),43 (0.68),41 (11-0-30 26.83%),26 (0.63)
16,"Lang, Darcy",22y 257d,52 (28-1-23 54.81%),36 (0.69),8 (2-0-6 25.00%),5 (0.63)
27,"Lobbe, Matthew",29y 174d,95 (45-0-50 47.37%),21 (0.22),3 (1-0-2 33.33%),
22,"Marchbank, Caleb",21y 241d,32 (8-0-24 25.00%),,25 (6-0-19 24.00%),
10,"McKay, Harry",20y 224d,12 (2-0-10 16.67%),19 (1.58),←,
3,"Murphy, Marc",31y 17d,246 (99-1-146 40.45%),172 (0.70),←,
4,"OBrien, Lochie",18y 321d,15 (2-0-13 13.33%),2 (0.13),←,
24,"OShea, Cameron",26y 145d,92 (37-0-55 40.22%),7 (0.08),11 (1-0-10 9.09%),
5,"Petrevski-Seton, Sam",20y 167d,39 (7-0-32 17.95%),15 (0.38),←,
33,"Pickett, Jarrod",21y 352d,16 (3-0-13 18.75%),8 (0.50),←,
29,"Polson, Cameron",20y 147d,10 (1-0-9 10.00%),1 (0.10),←,
17,"Rowe, Sam",30y 259d,96 (28-1-67 29.69%),17 (0.18),←,
6,"Simpson, Kade",34y 92d,304 (110-3-191 36.68%),133 (0.44),←,
39,"Thomas, Dale",31y 45d,235 (124-2-109 53.19%),151 (0.64),78 (21-0-57 26.92%),30 (0.38)
46,"Wright, Matthew",28y 234d,156 (64-0-92 41.03%),133 (0.85),62 (15-0-47 24.19%),70 (1.13)
Totals,Totals,24y 294d,1840 (689-13-1138 37.45%),901 (0.49),,
C,"Bolton, Brendon",39y 109d,68 (20-0-48 29.41%),,63 (15-0-48 23.81%),
