Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",20y 115d,29 (9-1-19 32.76%),4 (0.14),←,
10,"Ballard, Charlie",21y 324d,59 (13-1-45 22.88%),1 (0.02),←,
3,"Bowes, Jack",23y 137d,69 (16-1-52 23.91%),13 (0.19),←,
29,"Burgess, Chris",25y 198d,24 (6-0-18 25.00%),12 (0.50),←,
19,"Corbett, Josh",25y 50d,24 (4-1-19 18.75%),18 (0.75),←,
4,"Ellis, Brandon",27y 313d,204 (117-2-85 57.84%),67 (0.33),28 (8-1-19 30.36%),9 (0.32)
26,"Flanders, Sam",19y 323d,14 (4-1-9 32.14%),4 (0.29),←,
46,"Graham, Caleb",20y 273d,18 (3-0-15 16.67%),,←,
1,"Greenwood, Hugh",29y 98d,80 (39-2-39 50.00%),44 (0.55),29 (9-1-19 32.76%),8 (0.28)
39,"Holman, Nick",26y 14d,66 (16-0-50 24.24%),29 (0.44),57 (15-0-42 26.32%),29 (0.51)
34,"King, Ben",20y 340d,43 (9-1-33 22.09%),74 (1.72),←,
23,"Lemmens, Sean",26y 222d,104 (27-2-75 26.92%),25 (0.24),←,
13,"Lukosius, Jack",20y 307d,50 (12-1-37 25.00%),9 (0.18),←,
17,"Markov, Oleg",25y 35d,35 (16-0-19 45.71%),4 (0.11),12 (4-0-8 33.33%),1 (0.08)
11,"Miller, Touk",25y 110d,128 (29-2-97 23.44%),35 (0.27),←,
27,"Powell, Wil",21y 290d,47 (13-1-33 28.72%),11 (0.23),←,
22,"Rankine, Izak",21y 50d,24 (6-1-17 27.08%),27 (1.13),←,
41,"Rosas, Malcolm",19y 350d,4 (1-0-3 25.00%),,←,
18,"Rowell, Matt",19y 346d,7 (3-0-4 42.86%),6 (0.86),←,
6,"Sexton, Alex",27y 191d,144 (37-0-107 25.69%),138 (0.96),←,
32,"Smith, Zac",31y 110d,118 (48-1-69 41.10%),52 (0.44),68 (14-0-54 20.59%),32 (0.47)
24,"Swallow, David",28y 205d,166 (42-1-123 25.60%),76 (0.46),←,
14,"Weller, Lachie",25y 109d,115 (29-1-85 25.65%),42 (0.37),68 (15-1-52 22.79%),25 (0.37)
Totals,Totals,24y 37d,1572 (499-20-1053 31.74%),691 (0.44),,
C,"Dew, Stuart",41y 298d,73 (16-1-56 22.60%),,←,
