Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",22y 158d,27 (10-2-15 40.74%),7 (0.26),←,
25,"Chaplin, Troy",27y 161d,157 (67-1-89 42.99%),11 (0.07),17 (12-0-5 70.59%),1 (0.06)
30,"Conca, Reece",20y 356d,47 (23-1-23 50.00%),11 (0.23),←,
9,"Cotchin, Trent",23y 118d,103 (47-2-54 46.60%),59 (0.57),←,
3,"Deledio, Brett",26y 107d,190 (76-5-109 41.32%),126 (0.66),←,
10,"Edwards, Shane",24y 282d,127 (48-5-74 39.76%),78 (0.61),←,
5,"Ellis, Brandon",20y,37 (20-1-16 55.41%),9 (0.24),←,
41,"Foley, Nathan",27y 329d,132 (50-3-79 39.02%),39 (0.30),←,
6,"Grigg, Shaun",25y 106d,104 (48-2-54 47.12%),44 (0.42),61 (30-2-29 50.82%),34 (0.56)
14,"Houli, Bachar",25y 83d,86 (39-3-44 47.09%),21 (0.24),60 (29-2-29 50.00%),12 (0.20)
23,"Jackson, Daniel",27y 100d,141 (52-4-85 38.30%),53 (0.38),←,
20,"Maric, Ivan",27y 211d,113 (63-1-49 56.19%),40 (0.35),36 (20-1-15 56.94%),12 (0.33)
4,"Martin, Dustin",22y 38d,81 (35-2-44 44.44%),88 (1.09),←,
16,"McGuane, Luke",26y 172d,103 (35-4-64 35.92%),35 (0.34),←,
38,"Morris, Steven",24y 215d,38 (21-1-16 56.58%),4 (0.11),←,
1,"Newman, Chris",31y 77d,231 (82-5-144 36.58%),39 (0.17),←,
18,"Rance, Alex",23y 298d,84 (32-2-50 39.29%),7 (0.08),←,
8,"Riewoldt, Jack",24y 276d,130 (52-4-74 41.54%),315 (2.42),←,
37,"Stephenson, Orren",31y 19d,13 (8-0-5 61.54%),1 (0.08),5 (4-0-1 80.00%),
21,"Tuck, Shane",31y 222d,169 (65-4-100 39.64%),72 (0.43),←,
31,"Vlastuin, Nick",19y 106d,13 (8-0-5 61.54%),7 (0.54),←,
35,"White, Matt",26y 110d,102 (41-4-57 42.16%),53 (0.52),←,
Totals,Totals,25y 161d,2228 (922-56-1250 41.38%),1119 (0.50),,
C,"Hardwick, Damien",40y 350d,84 (36-2-46 44.05%),,←,
