Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",26y 221d,131 (53-2-76 41.22%),36 (0.27),←,
43,"Bewick, Rohan",22y 257d,19 (7-0-12 36.84%),10 (0.53),←,
20,"Black, Simon",33y 81d,305 (166-4-135 55.08%),165 (0.54),←,
16,"Brown, Jonathan",30y 238d,220 (130-3-87 59.77%),517 (2.35),←,
39,"Drummond, Josh",29y 65d,88 (40-2-46 46.59%),35 (0.40),←,
41,"Golby, Mitch",20y 264d,20 (7-0-13 35.00%),,←,
6,"Green, Josh",19y 304d,10 (5-0-5 50.00%),5 (0.50),←,
11,"Hanley, Pearce",23y 221d,46 (12-0-34 26.09%),9 (0.20),←,
2,"Harwood, Ryan",20y 321d,19 (5-0-14 26.32%),4 (0.21),←,
22,"Hudson, Ben",33y 120d,151 (90-1-60 59.93%),17 (0.11),8 (4-0-4 50.00%),2 (0.25)
35,"Lester, Ryan",19y 302d,14 (5-0-9 35.71%),4 (0.29),←,
36,"Maguire, Matt",28y 24d,140 (68-1-71 48.93%),19 (0.14),41 (14-0-27 34.15%),
9,"McGrath, Ashley",29y 34d,187 (90-2-95 48.66%),143 (0.76),←,
40,"McKeever, Niall",23y 128d,16 (5-0-11 31.25%),1 (0.06),←,
21,"Merrett, Daniel",27y 194d,125 (52-3-70 42.80%),37 (0.30),←,
24,"Patfull, Joel",27y 199d,129 (51-3-75 40.70%),21 (0.16),←,
31,"Polkinghorne, James",23y 154d,71 (26-1-44 37.32%),42 (0.59),←,
29,"Raines, Andrew",26y 107d,91 (28-1-62 31.32%),5 (0.05),35 (10-0-25 28.57%),4 (0.11)
30,"Redden, Jack",21y 197d,66 (22-1-43 34.09%),28 (0.42),←,
10,"Rich, Daniel",22y 16d,74 (28-1-45 38.51%),46 (0.62),←,
38,"Rockliff, Tom",22y 122d,52 (13-0-39 25.00%),28 (0.54),←,
15,"Zorko, Dayne",23y 135d,6 (3-0-3 50.00%),6 (1.00),←,
Totals,Totals,25y 85d,1980 (906-25-1049 45.76%),1178 (0.59),,
C,"Voss, Michael",36y 352d,80 (30-1-49 38.13%),,←,
