St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
30,"Beetham, Caydn",18y 63d,1 (0-0-1 0.00%),1 (1.00),←,
22,"Begley, James",19y 296d,7 (1-1-5 21.43%),,←,
39,"Blake, Jason",19y 59d,2 (0-0-2 0.00%),1 (0.50),←,
3,"Burke, Nathan",30y 97d,280 (123-3-154 44.46%),101 (0.36),←,
16,"Carr, Matthew",21y 136d,20 (6-1-13 32.50%),2 (0.10),←,
6,"Delaney, Tony",24y 138d,53 (17-2-34 33.96%),23 (0.43),10 (0-1-9 5.00%),3 (0.30)
10,"Everitt, Peter",26y 10d,142 (66-2-74 47.18%),250 (1.76),←,
25,"Hall, Barry",23y 95d,60 (28-1-31 47.50%),70 (1.17),←,
35,"Harvey, Robert",28y 266d,228 (113-3-112 50.22%),135 (0.59),←,
7,"Hayes, Lenny",20y 120d,26 (8-1-17 32.69%),10 (0.38),←,
24,"Heatley, Jason",28y 82d,60 (34-0-26 56.67%),165 (2.75),57 (31-0-26 54.39%),157 (2.75)
8,"Hudghton, Max",23y 254d,73 (34-1-38 47.26%),3 (0.04),←,
5,"Jones, Austinn",23y 228d,114 (53-1-60 46.93%),94 (0.82),←,
36,"Knowles, Brett",22y,20 (6-0-14 30.00%),5 (0.25),←,
23,"Loewe, Stewart",31y 356d,286 (126-2-158 44.41%),540 (1.89),←,
9,"Monkhorst, Damian",30y 266d,211 (107-5-99 51.90%),45 (0.21),6 (0-1-5 8.33%),
43,"Moyle, Brett",20y 43d,5 (0-0-5 0.00%),3 (0.60),←,
1,"Peckett, Justin",27y 221d,145 (66-1-78 45.86%),17 (0.12),←,
19,"Sziller, Steven",27y 150d,106 (51-1-54 48.58%),38 (0.36),←,
4,"Thompson, Andrew",27y 205d,76 (38-1-37 50.66%),57 (0.75),←,
32,"Traianidis, Jason",25y 188d,47 (22-0-25 46.81%),30 (0.64),←,
15,"Wakelin, Darryl",25y 276d,106 (51-1-54 48.58%),8 (0.08),←,
Totals,Totals,24y 294d,2068 (950-27-1091 45.94%),1598 (0.77),,
C,"Watson, Tim",38y 305d,32 (10-1-21 32.81%),,←,
