Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 194d,32 (13-0-19 40.63%),1 (0.03),←,
18,"Cameron, Jeremy",23y 29d,75 (19-0-56 25.33%),191 (2.55),←,
3,"Coniglio, Stephen",22y 137d,67 (22-0-45 32.84%),25 (0.37),←,
1,"Davis, Phil",25y 244d,82 (30-0-52 36.59%),6 (0.07),64 (19-0-45 29.69%),5 (0.08)
4,"Greene, Toby",22y 218d,81 (22-0-59 27.16%),43 (0.53),←,
19,"Haynes, Nick",23y 348d,45 (13-0-32 28.89%),4 (0.09),←,
17,"Johnson, Steve",32y 301d,259 (182-3-74 70.85%),468 (1.81),6 (4-0-2 66.67%),16 (2.67)
22,"Kelly, Josh",21y 78d,42 (17-0-25 40.48%),22 (0.52),←,
40,"Kennedy, Adam",23y 293d,67 (15-0-52 22.39%),4 (0.06),←,
37,"Lobb, Rory",23y 81d,17 (7-0-10 41.18%),18 (1.06),←,
41,"Mumford, Shane",29y 300d,134 (86-2-46 64.93%),47 (0.35),34 (17-0-17 50.00%),8 (0.24)
7,"Palmer, Rhys",27y 77d,115 (37-0-78 32.17%),90 (0.78),62 (16-0-46 25.81%),67 (1.08)
24,"Patfull, Joel",31y 145d,202 (84-3-115 42.33%),25 (0.12),20 (11-0-9 55.00%),1 (0.05)
12,"Patton, Jonathon",22y 346d,37 (11-0-26 29.73%),41 (1.11),←,
9,"Scully, Tom",24y 351d,109 (33-1-75 30.73%),40 (0.37),78 (20-0-58 25.64%),34 (0.44)
23,"Shaw, Heath",30y 155d,219 (131-2-86 60.27%),38 (0.17),46 (21-0-25 45.65%),1 (0.02)
5,"Shiel, Dylan",23y 52d,70 (19-0-51 27.14%),35 (0.50),←,
11,"Steele, Jack",20y 139d,11 (5-0-6 45.45%),4 (0.36),←,
8,"Ward, Callan",26y 20d,149 (55-0-94 36.91%),76 (0.51),89 (23-0-66 25.84%),43 (0.48)
6,"Whitfield, Lachie",21y 287d,57 (18-0-39 31.58%),25 (0.44),←,
29,"Williams, Zac",21y 223d,35 (11-0-24 31.43%),10 (0.29),←,
16,"Wilson, Nathan",23y 114d,38 (13-0-25 34.21%),11 (0.29),←,
Totals,Totals,24y 271d,1943 (843-11-1089 43.39%),1224 (0.63),,
C,"Cameron, Leon",43y 241d,50 (21-0-29 42.00%),,←,
