Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",20y 215d,12 (6-0-6 50.00%),,←,
7,"Ash, Lachie",22y 24d,73 (33-1-39 45.89%),5 (0.07),←,
14,"Bedford, Toby",23y 49d,29 (19-0-10 65.52%),15 (0.52),11 (7-0-4 63.64%),6 (0.55)
32,"Briggs, Kieren",23y 282d,17 (10-0-7 58.82%),7 (0.41),←,
46,"Brown, Callum",22y 334d,20 (9-0-11 45.00%),14 (0.70),←,
44,"Buckley, Jack",25y 210d,34 (16-1-17 48.53%),,←,
5,"Cadman, Aaron",19y 134d,10 (5-0-5 50.00%),6 (0.60),←,
3,"Coniglio, Stephen",29y 212d,194 (87-1-106 45.10%),109 (0.56),←,
13,"Cumming, Isaac",24y 338d,66 (29-1-36 44.70%),2 (0.03),←,
16,"Daniels, Brent",24y 128d,74 (39-0-35 52.70%),39 (0.53),←,
34,"Fahey, Josh",19y 246d,4 (3-0-1 75.00%),2 (0.50),←,
4,"Greene, Toby",29y 293d,206 (95-2-109 46.60%),306 (1.49),←,
27,"Himmelberg, Harry",27y 68d,143 (76-2-65 53.85%),160 (1.12),←,
23,"Hogan, Jesse",28y 153d,133 (60-0-73 45.11%),254 (1.91),43 (19-0-24 44.19%),84 (1.95)
39,"Idun, Connor",22y 351d,59 (27-1-31 46.61%),,←,
22,"Kelly, Josh",28y 153d,189 (98-3-88 52.65%),118 (0.62),←,
38,"Lloyd, Daniel",31y 147d,92 (46-4-42 52.17%),69 (0.75),←,
36,"Perryman, Harry",24y 208d,99 (49-1-49 50.00%),25 (0.25),←,
26,"Riccardi, Jake",23y 250d,41 (18-0-23 43.90%),42 (1.02),←,
15,"Taylor, Sam",24y 71d,85 (45-0-40 52.94%),1 (0.01),←,
8,"Ward, Callan",33y 96d,286 (126-4-156 44.76%),142 (0.50),226 (94-4-128 42.48%),109 (0.48)
10,"Wehr, Jacob",25y 10d,13 (5-0-8 38.46%),4 (0.31),←,
6,"Whitfield, Lachie",28y 362d,200 (96-4-100 49.00%),71 (0.35),←,
Totals,Totals,25y 141d,2079 (997-25-1057 47.96%),1391 (0.67),,
C,"Kingsley, Adam",47y 329d,17 (9-0-8 52.94%),,←,
