Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",21y 218d,23 (12-0-11 52.17%),16 (0.70),←,
1,"Boak, Travis",28y 236d,200 (92-1-107 46.25%),125 (0.63),←,
5,"Broadbent, Matthew",26y 236d,147 (65-1-81 44.56%),49 (0.33),←,
33,"Byrne-Jones, Darcy",21y 186d,21 (10-0-11 47.62%),4 (0.19),←,
17,"Clurey, Tom",23y 2d,19 (11-0-8 57.89%),,←,
22,"Dixon, Charlie",26y 183d,84 (28-1-55 33.93%),126 (1.50),19 (9-0-10 47.37%),32 (1.68)
7,"Ebert, Brad",26y 357d,191 (84-1-106 44.24%),103 (0.54),115 (56-1-58 49.13%),70 (0.61)
27,"Eddy, Brett",27y 211d,1 (1-0-0 100.00%),,←,
9,"Gray, Robbie",28y 360d,156 (71-0-85 45.51%),211 (1.35),←,
46,"Gray, Sam",25y 52d,35 (21-0-14 60.00%),14 (0.40),←,
8,"Hartlett, Hamish",26y 223d,128 (58-1-69 45.70%),70 (0.55),←,
36,"Hombsch, Jack",24y 18d,72 (36-0-36 50.00%),,63 (36-0-27 57.14%),
43,"Houston, Dan",19y 317d,1 (1-0-0 100.00%),,←,
42,"Jonas, Tom",26y 75d,83 (40-1-42 48.80%),1 (0.01),←,
21,"Polec, Jared",24y 164d,63 (35-0-28 55.56%),36 (0.57),47 (28-0-19 59.57%),27 (0.57)
2,"Powell-Pepper, Sam",19y 76d,1 (1-0-0 100.00%),2 (2.00),←,
4,"Ryder, Paddy",29y 11d,189 (90-4-95 48.68%),135 (0.71),19 (11-0-8 57.89%),18 (0.95)
12,"Trengove, Jackson",26y 143d,135 (56-1-78 41.85%),14 (0.10),←,
39,"Westhoff, Justin",30y 175d,204 (93-1-110 45.83%),252 (1.24),←,
16,"Wines, Ollie",22y 169d,85 (46-0-39 54.12%),37 (0.44),←,
20,"Wingard, Chad",23y 239d,108 (53-1-54 49.54%),189 (1.75),←,
11,"Young, Aaron",24y 109d,64 (31-1-32 49.22%),54 (0.84),←,
Totals,Totals,25y 55d,2010 (935-14-1061 46.52%),1438 (0.72),,
C,"Hinkley, Ken",50y 176d,93 (52-0-41 55.91%),,←,
