Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",25y 193d,87 (35-1-51 40.80%),30 (0.34),12 (6-0-6 50.00%),1 (0.08)
11,"Aish, James",25y 161d,103 (42-0-61 40.78%),24 (0.23),21 (9-0-12 42.86%),1 (0.05)
8,"Brayshaw, Andrew",21y 161d,61 (25-0-36 40.98%),15 (0.25),←,
5,"Cerra, Adam",21y 193d,63 (26-0-37 41.27%),11 (0.17),←,
27,"Chapman, Heath",19y 77d,4 (3-0-1 75.00%),1 (0.25),←,
33,"Colyer, Travis",29y 237d,111 (53-1-57 48.20%),67 (0.60),24 (10-0-14 41.67%),13 (0.54)
6,"Conca, Reece",28y 249d,145 (75-1-69 52.07%),25 (0.17),41 (17-0-24 41.46%),2 (0.05)
36,"Cox, Brennan",22y 248d,52 (19-0-33 36.54%),27 (0.52),←,
12,"Crowden, Mitch",21y 355d,25 (11-0-14 44.00%),10 (0.40),←,
4,"Darcy, Sean",22y 310d,45 (17-0-28 37.78%),17 (0.38),←,
43,"Frederick, Michael",20y 336d,14 (8-0-6 57.14%),8 (0.57),←,
7,"Fyfe, Nat",29y 212d,191 (102-1-88 53.66%),159 (0.83),←,
15,"Hughes, Ethan",26y 132d,72 (28-0-44 38.89%),4 (0.06),←,
37,"Lobb, Rory",28y 68d,107 (57-2-48 54.21%),87 (0.81),33 (15-0-18 45.45%),23 (0.70)
2,"Logue, Griffin",23y 5d,29 (10-0-19 34.48%),1 (0.03),←,
16,"Mundy, David",35y 272d,337 (170-1-166 50.59%),143 (0.42),←,
13,"Ryan, Luke",25y 71d,71 (28-0-43 39.44%),3 (0.04),←,
28,"Schultz, Lachie",23y 139d,28 (11-0-17 39.29%),22 (0.79),←,
3,"Serong, Caleb",20y 68d,19 (10-0-9 52.63%),2 (0.11),←,
20,"Taberner, Matthew",27y 305d,92 (43-0-49 46.74%),117 (1.27),←,
35,"Treacy, Josh",18y 257d,2 (2-0-0 100.00%),,←,
10,"Walters, Michael",30y 101d,168 (82-1-85 49.11%),279 (1.66),←,
14,"Wilson, Nathan",28y 101d,135 (65-2-68 48.89%),18 (0.13),58 (25-0-33 43.10%),2 (0.03)
Totals,Totals,25y 26d,1961 (922-10-1029 47.02%),1070 (0.55),,
C,"Longmuir, Justin",40y 87d,22 (10-0-12 45.45%),,←,
