Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 99d,104 (30-1-73 29.33%),84 (0.81),←,
15,"Anderson, Noah",22y 92d,68 (23-1-44 34.56%),22 (0.32),←,
31,"Andrew, Mac",19y 167d,9 (4-0-5 44.44%),,←,
2,"Atkins, Rory",28y 312d,122 (69-1-52 56.97%),49 (0.40),21 (7-0-14 33.33%),2 (0.10)
10,"Ballard, Charlie",23y 301d,97 (28-1-68 29.38%),2 (0.02),←,
16,"Berry, Tom",22y 19d,23 (16-0-7 69.57%),3 (0.13),3 (1-0-2 33.33%),
30,"Casboult, Levi",33y 66d,182 (59-1-122 32.69%),197 (1.08),28 (11-0-17 39.29%),41 (1.46)
25,"Collins, Sam",28y 339d,91 (32-1-58 35.71%),,77 (29-1-47 38.31%),
5,"Davies, Alex",21y 63d,21 (9-0-12 42.86%),8 (0.38),←,
12,"Day, Sam",30y 256d,149 (43-2-104 29.53%),107 (0.72),←,
4,"Ellis, Brandon",29y 290d,237 (132-2-103 56.12%),79 (0.33),61 (23-1-37 38.52%),21 (0.34)
8,"Fiorini, Brayden",25y 271d,84 (21-1-62 25.60%),26 (0.31),←,
7,"Holman, Nick",27y 356d,99 (30-0-69 30.30%),56 (0.57),90 (29-0-61 32.22%),56 (0.62)
19,"Humphrey, Bailey",18y 251d,7 (3-0-4 42.86%),5 (0.71),←,
34,"King, Ben",22y 317d,63 (16-1-46 26.19%),114 (1.81),←,
23,"Lemmens, Sean",28y 199d,140 (41-2-97 30.00%),25 (0.18),←,
13,"Lukosius, Jack",22y 284d,83 (25-1-57 30.72%),30 (0.36),←,
44,"Macpherson, Darcy",25y 203d,82 (23-0-59 28.05%),26 (0.32),←,
27,"Powell, Wil",23y 267d,77 (27-1-49 35.71%),13 (0.17),←,
41,"Rosas, Malcolm",21y 327d,28 (13-0-15 46.43%),22 (0.79),←,
18,"Rowell, Matt",21y 323d,49 (20-0-29 40.82%),11 (0.22),←,
24,"Swallow, David",30y 182d,207 (59-1-147 28.74%),92 (0.44),←,
28,"Witts, Jarrod",30y 249d,152 (51-1-100 33.88%),32 (0.21),112 (33-1-78 29.91%),14 (0.13)
Totals,Totals,25y 180d,2174 (774-18-1382 35.60%),1003 (0.46),,
C,"Dew, Stuart",43y 275d,115 (33-1-81 29.13%),,←,
